ax,ay,az,gx,gy,gz
0.43,0.83,-0.32,-6.23,-88.99,5.13
0.42,0.84,-0.38,-5.8,-92.59,3.11
0.42,0.84,-0.4,-4.09,-94.85,3.3
0.44,0.83,-0.35,-3.3,-92.53,5.19
0.45,0.83,-0.31,-2.5,-87.4,7.75
0.45,0.82,-0.27,-2.87,-88.81,7.2
0.46,0.82,-0.27,-3.23,-92.9,5.8
0.49,0.82,-0.27,-3.36,-103.7,3.85
0.48,0.84,-0.26,-3.05,-104.8,3.66
0.44,0.85,-0.25,-0.85,-90.33,1.89
0.46,0.84,-0.23,-0.61,-83.01,1.1
0.5,0.83,-0.2,-1.53,-81.67,1.46
0.5,0.84,-0.15,-5.07,-84.53,2.87
0.49,0.84,-0.06,-8.12,-81.91,2.38
0.51,0.85,-0.09,-9.09,-73.91,1.71
0.57,0.85,-0.26,-4.7,-71.66,1.4
0.58,0.84,-0.31,2.99,-68.79,2.93
0.55,0.83,-0.28,4.7,-65.12,4.21
0.52,0.83,-0.24,5.25,-61.16,4.76
0.47,0.83,-0.18,4.46,-55.18,4.94
0.43,0.82,-0.12,4.94,-49.99,4.64
0.43,0.82,-0.12,7.81,-34.61,2.69
0.47,0.83,-0.17,9.22,-29.05,1.71
0.49,0.83,-0.18,11.9,-27.59,-0.37
0.49,0.84,-0.18,13.31,-27.77,-1.28
0.5,0.84,-0.15,13.98,-25.02,-1.22
0.49,0.84,-0.11,13.18,-12.33,1.4
0.45,0.84,-0.05,13.24,-4.39,2.2
0.44,0.84,-0.05,14.22,13.18,0.92
0.49,0.84,-0.08,14.34,18.49,0.37
0.52,0.84,-0.1,14.47,11.6,-0.73
0.54,0.84,-0.12,14.47,5.43,-1.59
0.53,0.84,-0.1,13.12,4.58,-0.92
0.51,0.84,-0.05,11.84,7.51,-0.49
0.52,0.83,-0.03,9.83,8.79,-2.5
0.54,0.83,-0.06,9.22,3.85,-4.64
0.56,0.83,-0.08,8.73,-5.62,-7.08
0.57,0.83,-0.1,9.03,-26.79,-9.58
0.54,0.84,-0.11,9.22,-30.94,-9.58
0.53,0.84,-0.1,8.79,-19.96,-7.63
0.52,0.83,-0.06,8.48,-11.6,-6.47
0.49,0.83,-0.05,8.67,-8.48,-9.22
0.48,0.83,-0.06,8.91,-11.9,-12.33
0.49,0.82,-0.06,9.95,-11.66,-13.49
0.54,0.82,-0.06,10.31,-6.04,-12.39
0.56,0.82,-0.04,10.5,0.61,-11.35
0.57,0.83,-0.02,9.52,7.63,-9.03
0.53,0.83,-0.02,8.97,7.69,-9.03
0.51,0.82,-0.04,8.97,8.12,-10.01
0.48,0.82,-0.06,9.46,9.16,-10.31
0.48,0.82,-0.05,9.7,10.01,-13.61
0.5,0.81,-0.03,8.91,12.63,-14.59
0.54,0.81,-0.01,6.23,27.53,-12.94
0.63,0.8,0.02,4.58,32.04,-11.78
0.64,0.79,0.0,3.11,29.6,-11.66
0.61,0.79,-0.02,0.18,13.67,-15.81
0.57,0.81,-0.04,-0.98,5.43,-18.31
0.57,0.8,-0.03,-1.71,-13.12,-20.08
0.59,0.81,0.0,-2.56,-18.74,-20.51
0.6,0.81,-0.0,-3.66,-17.94,-19.53
0.6,0.8,-0.01,-4.82,-5.98,-14.16
0.61,0.8,-0.04,-5.0,-3.17,-12.76
0.6,0.8,-0.05,-4.58,-2.99,-12.94
0.56,0.78,-0.05,-5.37,-1.53,-13.0
0.52,0.77,-0.04,-9.64,-6.47,-16.72
0.57,0.79,-0.04,-9.09,-11.72,-19.9
0.64,0.79,-0.05,-5.37,-10.31,-18.43
0.69,0.78,-0.11,-5.19,-3.17,-14.95
0.68,0.78,-0.11,-2.93,9.64,-9.46
