ax,ay,az,gx,gy,gz
0.68,0.66,-0.21,2.32,37.9,7.39
0.68,0.66,-0.22,3.6,41.26,7.02
0.68,0.67,-0.23,4.82,48.52,7.14
0.67,0.67,-0.24,5.68,55.05,9.22
0.66,0.67,-0.24,6.96,72.02,13.18
0.68,0.68,-0.24,7.14,76.97,13.43
0.7,0.68,-0.24,5.98,74.83,11.96
0.73,0.68,-0.26,5.19,65.55,10.07
0.73,0.69,-0.27,4.15,52.61,7.63
0.71,0.68,-0.27,1.1,33.94,5.37
0.66,0.68,-0.27,0.31,33.33,6.35
0.62,0.68,-0.26,-0.06,43.46,8.18
0.65,0.68,-0.28,-0.79,45.59,6.71
0.69,0.68,-0.3,-1.46,38.82,3.3
0.69,0.69,-0.32,-1.59,11.96,-2.69
0.65,0.69,-0.32,-2.08,5.07,-2.62
0.65,0.69,-0.32,-3.72,6.29,-0.79
0.66,0.68,-0.32,-3.78,7.2,-0.85
0.65,0.68,-0.33,-3.17,7.75,-0.98
0.63,0.68,-0.33,-1.28,14.16,0.37
0.61,0.68,-0.32,-0.67,18.68,1.34
0.6,0.69,-0.32,0.92,24.72,0.43
0.62,0.69,-0.34,1.65,25.88,-0.55
0.62,0.69,-0.34,2.99,30.7,0.0
0.62,0.69,-0.35,3.42,35.46,1.04
0.64,0.69,-0.35,3.36,39.12,1.89
0.67,0.68,-0.35,2.38,31.74,1.28
0.68,0.68,-0.36,2.01,21.91,0.06
0.66,0.68,-0.36,1.4,10.19,-0.98
0.63,0.68,-0.35,1.1,10.62,-0.43
0.62,0.68,-0.35,1.04,12.33,0.06
0.61,0.68,-0.35,1.34,12.88,-0.73
0.62,0.69,-0.36,1.22,10.99,-1.53
0.63,0.69,-0.36,1.1,6.65,-2.26
0.63,0.69,-0.37,1.28,5.8,-1.89
0.63,0.69,-0.38,1.34,5.43,-0.92
0.62,0.68,-0.38,1.04,3.91,0.06
0.62,0.68,-0.36,0.61,2.99,-0.31
0.62,0.68,-0.35,-0.61,0.37,-0.85
0.63,0.68,-0.33,-1.04,-1.4,-1.59
0.63,0.69,-0.32,-1.16,-1.77,-1.83
0.62,0.69,-0.33,0.37,3.97,-0.73
0.6,0.69,-0.36,1.34,8.3,-0.31
0.6,0.69,-0.37,2.08,16.17,1.28
0.6,0.68,-0.38,2.08,19.9,2.08
0.6,0.68,-0.38,2.2,24.05,2.99
0.6,0.68,-0.39,3.48,31.8,5.25
0.6,0.69,-0.38,3.97,34.67,5.55
0.62,0.69,-0.37,2.26,32.23,4.21
0.7,0.69,-0.39,0.67,20.63,2.69
0.69,0.69,-0.4,-0.61,5.25,0.79
0.66,0.69,-0.4,-1.71,-14.16,-0.49
0.6,0.69,-0.39,-3.3,-15.69,0.18
0.57,0.69,-0.39,-5.37,-11.66,0.67
0.53,0.69,-0.39,-2.56,-6.23,0.31
0.54,0.69,-0.38,3.23,8.79,0.85
0.56,0.68,-0.38,5.0,16.11,1.4
0.57,0.69,-0.38,6.1,23.56,2.5
0.58,0.69,-0.39,7.57,35.16,5.55
0.59,0.7,-0.41,8.36,38.33,6.1
0.58,0.7,-0.42,10.31,46.02,8.36
0.58,0.7,-0.4,10.8,50.35,9.95
0.59,0.7,-0.39,10.38,52.12,10.31
0.59,0.7,-0.4,8.97,49.93,9.58
0.55,0.7,-0.43,9.28,49.87,9.95
0.55,0.7,-0.45,10.68,49.93,10.01
0.57,0.71,-0.46,10.93,48.71,9.64
0.56,0.71,-0.45,10.74,47.91,9.89
0.54,0.71,-0.44,10.38,49.62,11.35
0.53,0.71,-0.42,9.89,49.56,11.23
0.55,0.71,-0.42,7.63,38.27,8.91
