ax,ay,az,gx,gy,gz
0.26,0.8,-0.48,2.75,-0.24,3.3
0.25,0.79,-0.47,2.56,-0.31,3.42
0.25,0.79,-0.47,1.4,-2.5,0.24
0.27,0.81,-0.49,0.43,-2.5,0.0
0.28,0.81,-0.51,0.06,-2.32,1.59
0.31,0.82,-0.53,0.43,-3.6,1.59
0.3,0.82,-0.52,-0.85,-5.19,0.49
0.28,0.82,-0.5,-1.83,-3.66,0.24
0.26,0.81,-0.49,-2.2,-1.65,0.24
0.28,0.81,-0.5,-1.4,-2.44,-0.43
0.29,0.81,-0.53,-1.28,-5.37,-0.92
0.27,0.81,-0.54,-1.22,-8.48,-1.59
0.25,0.81,-0.54,-1.16,-6.35,-1.46
0.26,0.8,-0.52,-0.92,-0.92,-0.12
0.3,0.79,-0.48,-1.53,-1.46,-0.12
0.31,0.79,-0.47,-2.56,-4.88,-0.98
0.3,0.8,-0.47,-3.78,-14.65,-3.78
0.27,0.81,-0.5,-4.09,-17.7,-5.13
0.27,0.81,-0.51,-4.58,-18.01,-4.39
0.31,0.81,-0.51,-4.88,-17.15,-2.93
0.31,0.8,-0.51,-4.82,-16.97,-1.53
0.3,0.8,-0.51,-4.27,-17.76,-1.89
0.3,0.8,-0.49,-3.36,-18.13,-2.14
0.31,0.79,-0.48,-3.05,-16.72,-1.59
0.32,0.79,-0.48,-3.48,-17.52,-1.95
0.31,0.8,-0.5,-3.11,-20.75,-3.6
0.26,0.82,-0.52,-2.08,-17.46,-3.3
0.26,0.81,-0.52,0.31,-1.34,0.55
0.3,0.79,-0.51,0.79,3.11,1.65
0.32,0.78,-0.51,0.98,-3.17,0.06
0.34,0.78,-0.53,1.1,-10.19,-1.28
0.35,0.79,-0.53,1.34,-16.91,-1.89
0.36,0.8,-0.52,1.22,-20.81,0.37
0.33,0.81,-0.46,0.98,-16.78,2.08
0.32,0.81,-0.45,0.92,-8.42,2.56
0.31,0.81,-0.47,0.49,-9.16,0.67
0.31,0.8,-0.51,0.85,-14.77,-1.34
0.31,0.79,-0.53,1.71,-13.55,-0.43
0.32,0.79,-0.52,2.62,-6.59,2.01
0.3,0.78,-0.47,2.38,-6.84,2.01
0.3,0.79,-0.45,1.46,-9.22,0.18
0.3,0.8,-0.45,-0.73,-11.11,-3.54
0.3,0.79,-0.45,-1.77,-9.89,-3.78
0.3,0.79,-0.45,-3.6,-8.73,-2.75
0.32,0.81,-0.46,-4.09,-7.39,-3.17
0.36,0.82,-0.47,-3.3,0.24,-2.75
0.38,0.82,-0.5,-2.38,4.09,-1.95
0.36,0.81,-0.49,-0.79,6.96,-2.01
0.32,0.8,-0.48,-0.92,7.69,-2.75
0.32,0.8,-0.48,-1.04,10.01,-3.48
0.32,0.8,-0.47,-0.79,16.11,-3.72
0.35,0.78,-0.48,-0.85,15.44,-3.6
0.36,0.78,-0.49,-0.92,6.1,-4.58
0.33,0.78,-0.54,0.43,2.5,-5.19
0.32,0.79,-0.56,3.17,5.25,-2.87
0.33,0.79,-0.52,3.3,7.93,0.0
0.33,0.78,-0.48,2.75,8.85,1.46
0.33,0.78,-0.45,2.26,6.04,-0.79
0.34,0.78,-0.46,2.2,5.49,-1.77
0.33,0.79,-0.48,2.2,10.8,-1.53
0.33,0.79,-0.54,3.48,15.2,-1.4
0.34,0.8,-0.54,4.52,16.17,2.2
0.32,0.78,-0.5,4.15,12.45,2.81
0.29,0.78,-0.48,3.6,7.32,-0.79
0.29,0.78,-0.47,3.66,8.12,-0.43
0.28,0.78,-0.47,3.48,10.8,0.98
0.3,0.78,-0.48,3.11,15.32,0.0
0.33,0.81,-0.51,2.5,13.43,0.43
0.32,0.8,-0.52,2.99,11.66,2.75
