ax,ay,az,gx,gy,gz
0.63,0.67,-0.4,32.9,-3.05,-5.68
0.63,0.68,-0.39,34.3,-2.62,-5.13
0.63,0.69,-0.39,35.46,-0.37,-3.97
0.63,0.69,-0.38,37.35,6.65,-2.75
0.63,0.69,-0.37,38.88,9.22,-2.44
0.64,0.68,-0.36,41.93,9.77,-3.11
0.66,0.68,-0.36,42.97,7.75,-3.78
0.67,0.68,-0.35,44.37,1.34,-4.09
0.67,0.67,-0.3,44.13,-2.14,-4.15
0.67,0.67,-0.27,43.15,-5.62,-4.58
0.67,0.67,-0.26,41.38,-13.49,-6.41
0.67,0.67,-0.29,41.81,-17.7,-7.32
0.66,0.68,-0.31,44.74,-19.9,-7.26
0.65,0.69,-0.29,45.65,-16.17,-6.41
0.65,0.69,-0.26,44.86,-6.71,-3.78
0.67,0.69,-0.23,44.62,-5.49,-3.23
0.67,0.69,-0.24,45.29,-7.51,-3.78
0.68,0.71,-0.24,49.44,-18.68,1.83
0.65,0.69,-0.22,50.35,-24.11,5.19
0.63,0.69,-0.22,48.65,-10.56,-0.85
0.65,0.71,-0.22,48.71,-0.18,-2.75
0.67,0.71,-0.23,52.06,1.89,-1.77
0.68,0.71,-0.24,54.75,-2.99,0.0
0.67,0.71,-0.22,57.25,-5.62,2.56
0.66,0.7,-0.14,58.96,2.99,5.43
0.67,0.69,-0.12,58.47,9.09,3.97
0.68,0.69,-0.11,57.74,8.54,-1.89
0.7,0.7,-0.11,57.98,1.22,-2.81
0.7,0.71,-0.09,59.88,-17.7,0.24
0.66,0.69,-0.01,59.08,-26.73,-0.37
0.64,0.7,0.03,51.09,-29.17,-7.45
0.66,0.71,0.04,46.87,-25.76,-7.75
0.68,0.71,0.02,44.25,-25.09,-6.29
0.68,0.72,0.01,41.87,-34.36,-4.21
0.68,0.73,0.02,40.89,-39.18,-3.6
0.67,0.73,0.01,40.1,-42.11,-3.48
0.66,0.74,-0.03,41.26,-39.73,-2.2
0.66,0.73,-0.04,45.04,-30.52,0.98
0.66,0.72,0.01,46.08,-26.37,1.59
0.66,0.72,0.04,46.08,-22.71,2.08
0.65,0.72,0.06,45.78,-15.87,1.95
0.68,0.72,0.07,46.14,-14.1,2.56
0.71,0.71,0.05,45.65,-15.26,5.92
0.7,0.73,0.05,45.04,-13.43,9.16
0.68,0.72,0.08,47.61,-12.15,11.23
0.66,0.71,0.13,47.67,-12.15,7.69
0.65,0.71,0.14,47.49,-9.77,5.31
0.66,0.71,0.14,45.96,-3.91,6.59
0.68,0.71,0.15,45.35,-4.09,7.39
0.68,0.71,0.17,42.97,-13.61,6.23
0.65,0.72,0.19,41.56,-17.21,5.43
0.63,0.72,0.19,40.59,-17.27,5.19
0.64,0.71,0.19,39.25,-10.99,4.94
0.65,0.71,0.22,38.82,-8.18,5.37
0.65,0.72,0.23,37.66,-5.31,5.62
0.65,0.73,0.23,38.39,-7.08,7.69
0.63,0.72,0.22,40.53,-10.74,8.67
0.62,0.71,0.25,40.22,-9.52,8.85
0.62,0.7,0.28,39.25,-7.81,9.34
0.63,0.7,0.34,34.67,-10.25,7.32
0.63,0.7,0.37,27.22,-19.35,3.66
0.6,0.71,0.4,23.44,-22.64,2.26
0.6,0.71,0.4,18.37,-23.13,0.49
0.58,0.7,0.37,17.21,-20.57,0.31
0.58,0.7,0.36,13.85,-12.39,-0.18
0.57,0.71,0.38,11.35,-5.8,0.31
0.58,0.72,0.41,4.15,12.08,3.11
0.6,0.71,0.46,-0.18,18.62,4.03
0.6,0.71,0.46,-7.93,25.57,3.97
0.61,0.71,0.42,-11.29,28.5,4.15
