ax,ay,az,gx,gy,gz
0.53,0.83,-0.26,-3.11,33.45,9.03
0.52,0.82,-0.25,-0.18,32.1,7.08
0.53,0.81,-0.22,0.67,23.38,3.36
0.52,0.82,-0.21,1.53,6.84,1.83
0.5,0.82,-0.21,1.53,2.99,1.95
0.49,0.82,-0.22,0.79,1.71,1.1
0.5,0.82,-0.22,-0.37,0.06,-1.53
0.52,0.83,-0.26,0.24,-3.42,-2.2
0.52,0.82,-0.28,1.16,-8.48,-0.79
0.47,0.82,-0.3,1.16,-5.55,0.79
0.45,0.82,-0.28,1.04,3.48,1.22
0.46,0.81,-0.25,0.73,4.88,-0.18
0.51,0.81,-0.21,0.31,3.66,-1.53
0.52,0.82,-0.2,-0.31,1.16,-1.83
0.53,0.83,-0.25,-0.49,2.44,-1.28
0.52,0.84,-0.27,-0.18,4.27,-0.06
0.52,0.83,-0.26,0.98,1.95,1.95
0.5,0.82,-0.25,1.65,-1.89,1.4
0.48,0.82,-0.24,1.89,-3.17,-0.24
0.49,0.81,-0.24,1.71,-0.79,-0.06
0.51,0.81,-0.24,1.28,-0.18,0.55
0.51,0.81,-0.24,0.37,-6.04,-0.43
0.48,0.82,-0.23,-0.18,-7.81,-1.04
0.48,0.82,-0.22,-0.73,-3.78,-0.85
0.5,0.83,-0.22,-0.43,-2.26,-0.79
0.51,0.83,-0.22,-0.06,-2.99,-1.22
0.51,0.83,-0.22,0.0,-5.07,-2.87
0.52,0.82,-0.25,-0.37,-3.91,-2.26
0.52,0.82,-0.27,-0.85,0.61,1.22
0.5,0.82,-0.26,-0.55,1.89,1.65
0.49,0.82,-0.23,-0.55,5.25,1.04
0.5,0.81,-0.22,-0.67,7.08,0.92
0.52,0.82,-0.22,-0.61,6.71,0.85
0.52,0.82,-0.23,-0.31,0.12,-1.28
0.5,0.83,-0.23,0.31,-1.22,-2.01
0.5,0.84,-0.24,2.32,0.43,0.0
0.57,0.84,-0.27,-1.59,-4.27,-1.22
0.45,0.84,-0.19,-10.01,-36.5,-12.57
0.33,0.8,-0.13,-3.6,-34.18,-4.09
0.47,0.84,-0.31,10.44,20.69,5.0
0.75,0.84,-0.42,12.57,96.5,14.83
0.75,0.78,-0.27,2.69,54.08,23.01
0.58,0.77,-0.21,-0.31,-11.05,15.14
0.41,0.81,-0.23,0.67,-66.22,-13.98
0.32,0.83,-0.25,1.34,-36.93,-5.8
0.35,0.8,-0.21,-2.5,15.69,3.6
0.43,0.8,-0.18,-4.82,16.78,-5.0
0.49,0.82,-0.23,-5.49,17.03,-11.84
0.57,0.83,-0.27,-0.43,27.34,-3.3
0.65,0.81,-0.25,0.61,16.36,1.71
0.58,0.81,-0.24,1.34,-19.41,-4.21
0.5,0.82,-0.31,4.82,-21.61,-3.54
0.53,0.82,-0.29,5.68,-16.05,2.75
0.54,0.83,-0.16,2.32,-24.96,2.14
0.5,0.82,-0.13,-0.98,-37.84,0.12
0.46,0.81,-0.15,-5.8,-46.81,-5.68
0.44,0.83,-0.22,-6.1,-37.96,-7.63
0.46,0.84,-0.23,-4.21,-11.96,-4.88
0.48,0.85,-0.22,-3.05,-1.89,-2.14
0.49,0.83,-0.21,-1.04,8.18,0.31
0.54,0.81,-0.23,-0.24,7.93,0.31
0.57,0.81,-0.24,0.49,5.49,-0.06
0.6,0.81,-0.25,1.34,0.55,1.04
0.57,0.81,-0.27,1.16,-0.12,2.44
0.55,0.81,-0.26,1.28,-0.43,4.09
0.49,0.81,-0.22,1.22,-0.43,3.72
0.48,0.81,-0.2,0.98,1.59,2.01
0.5,0.81,-0.19,0.98,2.62,1.04
0.51,0.81,-0.19,0.73,3.05,0.24
0.52,0.82,-0.2,-0.49,1.1,-0.37
