ax,ay,az,gx,gy,gz
0.15,0.2,-0.95,-0.18,0.67,0.18
0.15,0.2,-0.96,-0.12,0.92,0.0
0.15,0.2,-0.97,0.43,0.12,-0.31
0.14,0.2,-0.97,0.49,-0.31,-0.49
0.14,0.2,-0.97,0.06,-0.92,-1.16
0.16,0.2,-0.98,0.06,-1.28,-1.77
0.18,0.21,-0.97,0.61,-1.16,-2.08
0.15,0.2,-0.94,0.37,-2.38,-0.37
0.13,0.2,-0.94,-0.37,-4.03,-0.37
0.13,0.2,-0.95,-0.85,-2.01,-1.46
0.16,0.2,-0.96,-0.73,0.85,-0.61
0.16,0.2,-0.96,-0.31,1.95,-0.18
0.16,0.2,-0.97,-0.12,0.67,-0.49
0.16,0.2,-0.97,0.43,0.37,0.37
0.15,0.2,-0.97,0.67,0.73,0.49
0.15,0.2,-0.97,0.79,0.92,0.12
0.15,0.2,-0.96,0.73,1.53,-0.24
0.16,0.2,-0.96,0.79,1.83,0.0
0.16,0.2,-0.97,1.28,1.71,0.12
0.16,0.2,-0.97,1.59,1.46,0.12
0.15,0.2,-0.96,1.59,1.46,0.12
0.15,0.2,-0.96,1.04,2.56,0.06
0.16,0.2,-0.96,1.04,2.81,0.18
0.15,0.2,-0.97,0.79,1.89,0.24
0.15,0.2,-0.96,0.37,1.28,0.31
0.15,0.2,-0.95,0.06,1.04,0.67
0.14,0.21,-0.9,-2.14,0.24,0.79
0.1,0.22,-0.87,-8.97,-3.11,0.98
0.03,0.23,-0.82,-29.36,-2.56,-1.65
0.02,0.28,-0.83,-30.46,3.97,-2.62
0.23,0.21,-1.14,21.06,21.06,-0.61
0.56,0.03,-1.41,41.2,36.8,4.76
0.33,0.09,-1.14,16.97,28.56,23.01
0.07,0.22,-0.76,5.68,4.27,17.64
0.05,0.25,-0.81,0.12,-27.77,-4.27
0.07,0.24,-0.98,3.66,-11.9,1.53
0.06,0.23,-1.0,5.68,9.89,9.09
0.06,0.21,-0.99,1.46,9.95,8.91
0.11,0.19,-1.0,-0.24,-0.92,2.5
0.12,0.19,-1.02,-1.34,-5.68,-0.61
0.11,0.19,-0.93,-2.08,-3.54,1.34
0.09,0.19,-0.88,-2.08,9.16,-4.58
0.1,0.21,-0.86,-2.14,11.9,-6.71
0.14,0.21,-0.86,-3.48,-3.11,-9.58
0.14,0.22,-0.93,-3.97,-15.38,-11.17
0.11,0.22,-0.97,-3.42,-22.4,-10.68
0.18,0.18,-1.07,6.59,-17.88,-5.55
0.22,0.16,-1.05,11.54,-17.58,-3.66
0.2,0.18,-0.99,6.35,-30.94,-4.58
0.1,0.22,-0.94,3.42,-33.08,-6.84
0.09,0.22,-0.94,-2.56,-20.26,-6.65
0.13,0.21,-0.95,-4.15,-11.9,-5.31
0.17,0.21,-0.95,-2.32,1.53,-3.48
0.18,0.2,-0.96,-2.26,6.77,-1.28
0.18,0.2,-0.96,-2.38,12.57,1.95
0.2,0.19,-0.96,-2.26,12.21,1.53
0.2,0.2,-0.96,-1.95,9.64,0.67
0.21,0.2,-0.96,-0.98,0.43,-0.37
0.18,0.2,-0.97,-0.92,-3.6,-0.92
0.16,0.21,-0.98,-1.89,-5.07,-1.04
0.15,0.21,-0.97,-1.77,-3.17,-0.43
0.16,0.2,-0.96,-0.85,-0.12,0.37
0.17,0.2,-0.93,-0.67,0.67,0.61
0.17,0.2,-0.93,-0.55,1.34,1.1
0.19,0.2,-0.95,-0.79,0.43,1.22
0.18,0.2,-0.96,-0.98,-0.55,1.04
0.17,0.2,-0.98,0.06,-0.06,0.85
0.16,0.2,-0.96,0.61,0.85,1.22
0.17,0.2,-0.95,0.61,0.24,0.98
