ax,ay,az,gx,gy,gz
0.38,0.77,-0.5,0.31,0.31,-0.73
0.37,0.77,-0.49,-0.61,-0.37,-0.18
0.36,0.77,-0.5,-0.43,-0.43,-0.43
0.37,0.77,-0.5,0.06,1.22,-0.49
0.38,0.77,-0.5,0.06,2.32,0.31
0.38,0.77,-0.5,0.12,2.32,0.61
0.37,0.77,-0.5,0.0,0.06,0.0
0.36,0.77,-0.5,-0.12,-0.43,0.06
0.36,0.77,-0.5,0.0,0.37,-0.06
0.36,0.77,-0.5,0.0,0.79,-0.18
0.36,0.77,-0.5,-0.06,0.85,-0.06
0.36,0.77,-0.5,-0.24,0.79,0.0
0.37,0.77,-0.5,-0.49,0.67,-0.24
0.37,0.77,-0.5,-0.55,0.18,-1.1
0.37,0.77,-0.51,-0.12,-0.06,-1.34
0.38,0.77,-0.51,0.06,-0.12,-1.16
0.37,0.77,-0.51,0.0,0.24,-0.79
0.37,0.77,-0.5,-0.12,0.61,-0.61
0.37,0.77,-0.5,0.73,1.83,-0.67
0.36,0.77,-0.5,1.46,2.56,-0.92
0.37,0.78,-0.5,2.32,3.54,-1.04
0.38,0.77,-0.5,1.77,3.78,-0.73
0.38,0.77,-0.49,0.73,3.66,-0.06
0.38,0.78,-0.48,2.44,1.71,0.31
0.37,0.8,-0.47,6.04,1.4,-1.65
0.31,0.78,-0.4,-2.44,4.15,-8.54
0.24,0.8,-0.24,-8.42,3.72,-12.76
0.35,0.81,-0.52,5.43,0.18,-20.63
0.55,0.79,-0.98,56.09,4.94,-20.75
0.43,0.78,-0.75,47.49,27.89,1.95
0.22,0.72,-0.36,10.01,66.59,34.97
0.42,0.66,-0.17,2.5,53.96,27.4
0.44,0.73,-0.28,-1.71,15.81,6.35
0.37,0.81,-0.43,-6.65,-52.98,-27.77
0.16,0.82,-0.57,-9.4,-46.08,-25.21
0.16,0.77,-0.54,-16.91,18.19,3.42
0.36,0.75,-0.54,-19.71,35.71,9.58
0.44,0.78,-0.57,-23.25,28.69,6.59
0.5,0.8,-0.56,-21.67,28.75,12.02
0.48,0.77,-0.52,-18.55,32.1,19.41
0.46,0.76,-0.51,-10.93,12.7,10.01
0.41,0.79,-0.51,-7.81,-5.37,-0.24
0.36,0.8,-0.55,-0.18,-17.09,-1.95
0.34,0.76,-0.64,4.21,-15.08,1.46
0.36,0.76,-0.58,5.55,-15.08,2.87
0.34,0.76,-0.5,3.97,-21.12,1.95
0.28,0.73,-0.41,1.34,-23.74,2.44
0.28,0.73,-0.41,-4.94,-23.44,-1.77
0.33,0.78,-0.47,-5.68,-19.9,-4.7
0.34,0.8,-0.49,-4.82,-14.47,-5.0
0.34,0.8,-0.5,-1.04,-2.81,-1.4
0.33,0.78,-0.51,0.61,0.49,-1.04
0.34,0.78,-0.52,2.56,4.03,-1.95
0.4,0.77,-0.53,3.05,5.43,-0.85
0.41,0.76,-0.52,2.99,5.74,1.04
0.42,0.76,-0.51,1.28,1.16,2.87
0.4,0.76,-0.49,0.12,-2.87,2.5
0.37,0.76,-0.48,-1.53,-7.63,0.79
0.33,0.77,-0.49,-1.71,-7.08,-0.06
0.34,0.78,-0.5,-1.28,-2.93,-0.49
0.36,0.77,-0.52,-0.92,-1.16,-0.06
0.36,0.76,-0.52,-0.79,-0.06,0.61
0.37,0.76,-0.51,-1.04,0.85,1.89
0.36,0.76,-0.51,-1.04,0.67,2.14
0.35,0.77,-0.51,-0.73,-0.43,1.16
0.35,0.78,-0.51,-0.49,-0.31,0.55
0.35,0.78,-0.51,-0.24,0.37,0.31
0.36,0.77,-0.5,-0.43,0.85,-0.43
0.36,0.77,-0.51,-0.49,0.37,-0.85
0.36,0.77,-0.51,0.06,-0.49,-0.85
0.37,0.77,-0.52,0.37,-0.61,-0.43
