ax,ay,az,gx,gy,gz
0.18,0.27,-0.94,0.24,0.49,0.24
0.18,0.27,-0.94,0.43,-0.49,0.06
0.18,0.27,-0.94,0.24,-0.79,0.24
0.18,0.27,-0.94,0.24,-0.24,0.06
0.18,0.27,-0.94,0.12,0.31,-0.06
0.18,0.27,-0.94,0.24,1.1,0.12
0.18,0.27,-0.94,0.18,0.12,0.06
0.18,0.27,-0.94,0.24,-0.12,-0.12
0.18,0.27,-0.94,0.24,0.37,-0.12
0.18,0.27,-0.94,0.37,1.59,-0.37
0.19,0.27,-0.93,0.31,0.61,0.0
0.19,0.27,-0.94,0.31,-0.61,0.18
0.18,0.27,-0.94,0.18,-0.92,0.18
0.18,0.27,-0.94,0.24,-0.61,0.18
0.18,0.27,-0.94,0.37,-0.12,-0.12
0.18,0.27,-0.94,0.37,0.92,0.18
0.19,0.27,-0.94,0.24,1.95,0.18
0.18,0.27,-0.94,0.24,1.59,0.31
0.18,0.27,-0.94,0.31,0.67,0.37
0.18,0.27,-0.94,0.31,0.0,0.0
0.18,0.27,-0.94,0.12,-0.49,0.12
0.18,0.27,-0.94,0.12,-0.73,0.12
0.18,0.27,-0.94,0.12,-0.37,0.06
0.18,0.26,-0.94,0.24,0.73,-0.12
0.18,0.27,-0.94,0.43,1.46,-0.12
0.18,0.27,-0.94,0.24,1.1,0.31
0.18,0.27,-0.94,0.31,0.0,0.18
0.18,0.27,-0.94,0.31,-0.06,0.24
0.18,0.27,-0.94,0.31,0.61,0.31
0.18,0.27,-0.94,0.37,0.79,0.18
0.18,0.27,-0.94,0.43,0.61,0.18
0.18,0.27,-0.94,0.24,0.06,0.31
0.18,0.27,-0.94,0.24,-0.12,0.18
0.18,0.27,-0.93,0.12,-0.24,0.24
0.18,0.27,-0.94,0.12,-0.31,0.37
0.18,0.27,-0.94,0.12,-0.24,0.31
0.18,0.27,-0.94,0.12,-0.98,0.31
0.18,0.27,-0.94,0.31,0.43,0.12
0.18,0.27,-0.94,0.31,1.28,0.12
0.19,0.27,-0.94,0.31,0.55,0.18
0.18,0.27,-0.94,0.18,0.67,0.18
0.18,0.27,-0.94,0.24,0.37,0.18
0.18,0.27,-0.94,0.55,0.43,0.12
0.18,0.27,-0.94,0.43,0.79,0.06
0.18,0.27,-0.94,0.43,1.53,0.31
0.18,0.27,-0.94,0.31,1.53,0.24
0.18,0.27,-0.94,0.12,0.12,0.06
0.18,0.27,-0.94,0.31,-0.37,0.24
0.18,0.27,-0.94,0.31,0.37,0.18
0.19,0.27,-0.94,0.06,0.37,0.12
0.18,0.27,-0.95,0.37,1.16,0.31
0.18,0.27,-0.94,0.31,1.34,0.18
0.18,0.27,-0.94,0.49,-0.12,0.43
0.18,0.27,-0.94,0.18,-0.37,0.43
0.18,0.27,-0.94,0.06,-0.12,0.31
0.18,0.27,-0.94,0.06,0.43,0.31
0.18,0.27,-0.93,-0.18,0.49,0.67
0.18,0.27,-0.94,0.12,0.61,0.55
0.18,0.27,-0.94,0.24,0.18,0.67
0.18,0.27,-0.94,0.12,-0.31,0.61
0.17,0.27,-0.94,0.18,-1.04,0.31
0.18,0.27,-0.94,0.37,-0.61,0.31
0.18,0.27,-0.94,0.31,0.61,0.24
0.18,0.27,-0.94,0.24,1.53,0.24
0.18,0.27,-0.94,0.24,1.71,0.37
0.18,0.27,-0.94,0.31,1.22,0.24
0.18,0.27,-0.94,0.24,0.43,0.18
0.18,0.27,-0.94,0.18,-0.24,-0.06
0.18,0.27,-0.94,0.18,0.0,-0.12
0.18,0.27,-0.94,0.12,0.37,0.06
0.18,0.27,-0.94,0.06,1.16,0.24
0.18,0.27,-0.94,0.37,1.53,0.12
