ax,ay,az,gx,gy,gz
0.22,0.92,-0.3,0.18,2.69,0.79
0.22,0.92,-0.3,1.04,-1.83,-0.18
0.2,0.93,-0.3,1.34,-2.87,-0.49
0.2,0.92,-0.29,1.4,-1.04,0.55
0.2,0.92,-0.28,1.04,-0.18,0.73
0.2,0.92,-0.28,-0.24,-0.85,-0.61
0.19,0.92,-0.28,-0.55,-0.73,-1.16
0.2,0.92,-0.28,-0.67,0.0,-0.92
0.2,0.92,-0.29,-0.79,1.22,-0.06
0.21,0.93,-0.29,-0.61,1.1,-0.18
0.21,0.93,-0.29,-0.31,0.55,-0.37
0.22,0.93,-0.29,-0.06,0.31,-0.18
0.22,0.93,-0.3,0.37,-0.24,0.0
0.21,0.92,-0.29,0.79,-1.34,0.18
0.2,0.92,-0.28,0.37,-0.73,0.37
0.2,0.92,-0.28,-0.55,1.53,0.61
0.2,0.92,-0.29,-0.73,1.95,0.37
0.21,0.93,-0.3,0.06,1.04,0.12
0.22,0.93,-0.31,0.43,-0.06,0.43
0.21,0.92,-0.31,1.16,-0.92,0.55
0.19,0.92,-0.28,1.22,-0.24,0.67
0.19,0.92,-0.27,0.98,0.55,0.67
0.19,0.92,-0.27,0.43,1.53,-0.43
0.2,0.92,-0.28,0.31,1.71,-0.67
0.21,0.92,-0.29,0.31,0.43,-0.12
0.21,0.93,-0.29,0.12,-0.43,-0.43
0.2,0.93,-0.29,0.06,-0.18,-0.37
0.19,0.92,-0.28,0.0,0.49,-0.18
0.2,0.93,-0.27,0.12,2.87,1.77
0.31,0.93,-0.3,-1.89,-2.01,3.6
0.29,0.95,-0.31,-16.97,-44.98,-11.05
0.02,0.9,-0.29,-15.5,-69.82,-22.71
0.01,0.94,-0.37,1.28,-37.48,-19.78
0.38,0.92,-0.32,5.62,18.74,-7.08
0.4,0.91,-0.15,2.01,53.89,16.24
0.29,0.86,-0.18,0.24,15.5,19.71
0.21,0.91,-0.32,-2.99,-22.58,-3.85
0.17,0.96,-0.41,0.92,-21.61,-2.75
0.17,0.92,-0.35,6.35,3.54,8.3
0.18,0.9,-0.27,7.81,20.45,9.09
0.19,0.91,-0.25,6.35,15.62,4.39
0.19,0.91,-0.25,1.4,8.36,-0.73
0.11,0.9,-0.2,-5.86,4.46,-2.69
0.12,0.91,-0.27,-10.38,-1.4,-6.1
0.2,0.95,-0.38,-2.99,-9.4,-13.0
0.29,0.95,-0.44,0.31,-8.91,-9.83
0.28,0.92,-0.4,7.57,-1.83,2.87
0.28,0.91,-0.29,11.54,-0.37,3.78
0.26,0.92,-0.24,11.41,-4.82,3.54
0.18,0.91,-0.21,8.54,-8.61,3.11
0.14,0.92,-0.22,3.11,-9.22,-2.75
0.16,0.94,-0.26,2.08,-3.97,-3.91
0.19,0.94,-0.27,1.71,5.43,-0.98
0.21,0.93,-0.24,1.77,5.68,-1.1
0.21,0.92,-0.25,1.46,3.11,-3.17
0.22,0.92,-0.27,0.49,3.97,-2.5
0.24,0.92,-0.28,-0.37,6.84,-0.98
0.29,0.93,-0.28,-0.55,10.13,2.44
0.28,0.92,-0.29,-0.43,7.63,2.93
0.27,0.92,-0.29,-0.79,-0.43,2.01
0.23,0.93,-0.29,-0.92,-3.17,2.08
0.22,0.92,-0.29,-1.04,-5.13,2.81
0.18,0.92,-0.27,-1.22,-3.91,2.69
0.17,0.92,-0.27,-1.16,1.71,2.38
0.19,0.93,-0.29,-0.98,3.36,2.26
0.21,0.93,-0.3,-0.85,3.42,1.95
0.21,0.93,-0.31,0.18,2.44,1.28
0.21,0.92,-0.31,0.67,2.81,1.22
0.22,0.92,-0.3,0.73,2.32,0.31
