ax,ay,az,gx,gy,gz
0.64,0.74,-0.2,15.26,-0.85,-17.21
0.64,0.74,-0.2,15.01,-6.84,-17.09
0.68,0.73,-0.15,14.89,-12.21,-15.87
0.71,0.74,-0.11,14.77,-16.78,-12.15
0.64,0.74,-0.15,14.4,-11.54,-11.29
0.67,0.73,-0.18,12.39,-9.28,-11.17
0.68,0.72,-0.17,10.56,-13.73,-10.99
0.68,0.72,-0.14,9.83,-16.3,-10.19
0.69,0.72,-0.12,8.54,-16.72,-9.09
0.71,0.72,-0.12,5.0,-15.75,-8.54
0.71,0.73,-0.15,1.71,-12.94,-7.26
0.7,0.72,-0.16,0.37,-9.77,-6.47
0.66,0.72,-0.18,0.98,-5.68,-7.02
0.66,0.7,-0.18,2.01,-5.98,-7.87
0.69,0.7,-0.16,2.56,-8.61,-7.81
0.69,0.7,-0.13,2.38,-8.12,-6.9
0.7,0.71,-0.12,1.28,-3.3,-5.37
0.72,0.71,-0.1,-0.85,-1.34,-4.09
0.71,0.71,-0.11,-2.62,-2.01,-3.78
0.7,0.71,-0.12,-3.97,-3.05,-2.87
0.71,0.71,-0.13,-4.88,-4.88,-2.14
0.72,0.72,-0.13,-5.86,-5.37,-0.43
0.72,0.71,-0.14,-7.02,-5.62,1.1
0.69,0.71,-0.14,-8.12,-2.5,1.89
0.67,0.71,-0.14,-8.67,0.98,2.08
0.68,0.7,-0.13,-10.07,1.89,2.93
0.7,0.7,-0.15,-10.31,-0.24,4.15
0.69,0.71,-0.17,-9.64,-0.73,4.39
0.71,0.72,-0.17,-8.42,0.85,5.62
0.71,0.71,-0.15,-8.06,0.24,6.84
0.69,0.71,-0.15,-8.42,-0.18,7.39
0.69,0.71,-0.16,-8.54,0.55,8.12
0.69,0.71,-0.17,-7.81,-0.37,9.4
0.67,0.71,-0.18,-6.9,-2.5,8.91
0.66,0.71,-0.15,-6.35,-2.56,8.42
0.66,0.72,-0.15,-6.47,-4.39,9.28
0.66,0.73,-0.17,-6.1,-8.12,10.93
0.64,0.73,-0.18,-4.64,-8.06,11.11
0.66,0.74,-0.17,-4.76,-5.86,11.47
0.7,0.75,-0.13,-6.16,-2.26,14.34
0.67,0.75,-0.14,-7.51,4.27,16.11
0.64,0.74,-0.17,-8.3,11.96,15.14
0.7,0.73,-0.15,-8.73,8.85,18.25
0.69,0.74,-0.13,-10.31,6.47,19.1
0.68,0.74,-0.13,-12.82,10.56,19.65
0.65,0.74,-0.17,-12.33,14.1,19.17
0.63,0.74,-0.2,-10.93,16.05,19.59
0.63,0.73,-0.2,-9.7,16.66,20.14
0.63,0.73,-0.21,-9.4,14.89,18.8
0.6,0.74,-0.22,-9.28,15.5,17.7
0.55,0.74,-0.2,-10.74,24.48,16.6
0.53,0.75,-0.18,-12.39,36.25,14.77
0.53,0.76,-0.24,-12.08,42.48,12.88
0.54,0.77,-0.3,-8.91,44.01,11.78
0.52,0.76,-0.34,-6.65,44.37,9.58
0.52,0.76,-0.32,-3.91,47.85,7.81
0.5,0.76,-0.31,-2.99,63.35,6.35
0.48,0.76,-0.28,-3.97,86.3,4.94
0.53,0.76,-0.29,-5.25,105.77,5.43
0.56,0.75,-0.3,-5.43,109.19,5.13
0.59,0.75,-0.32,-4.46,99.73,2.56
0.59,0.75,-0.32,-3.6,80.44,1.28
0.56,0.75,-0.36,-3.85,69.21,0.73
0.53,0.77,-0.43,-3.78,78.12,0.37
0.51,0.76,-0.43,-3.05,94.79,0.06
0.49,0.75,-0.41,-3.72,121.22,-0.92
0.52,0.72,-0.32,-4.88,122.44,-3.23
0.5,0.75,-0.3,-5.62,97.47,-6.16
0.5,0.76,-0.34,-4.52,62.87,-4.52
0.5,0.78,-0.38,-3.17,39.79,-4.09
