ax,ay,az,gx,gy,gz
0.18,0.19,-0.95,0.67,1.4,-0.49
0.18,0.19,-0.96,1.22,0.49,-1.04
0.18,0.19,-0.96,1.22,-0.37,-0.92
0.18,0.19,-0.96,0.98,-0.61,-0.73
0.17,0.19,-0.96,0.49,0.67,-0.12
0.18,0.19,-0.96,0.31,1.1,0.12
0.18,0.19,-0.95,-0.06,1.28,0.0
0.16,0.19,-0.95,-0.31,1.83,0.06
0.16,0.19,-0.95,-0.55,2.99,0.31
0.17,0.2,-0.96,-0.61,5.49,0.43
0.18,0.2,-0.97,-0.18,5.31,0.61
0.18,0.19,-0.97,0.12,2.14,0.49
0.18,0.19,-0.96,-0.18,0.24,0.24
0.17,0.19,-0.96,-0.12,-1.04,-0.31
0.16,0.19,-0.97,0.31,-0.06,-0.79
0.18,0.2,-0.97,0.55,0.85,-0.67
0.18,0.2,-0.97,0.49,-0.73,-0.55
0.17,0.19,-0.97,0.43,-0.24,-0.31
0.17,0.19,-0.96,0.37,0.98,0.43
0.18,0.19,-0.95,0.43,1.4,0.79
0.17,0.19,-0.96,0.43,0.92,0.18
0.17,0.2,-0.97,0.43,1.28,0.43
0.17,0.19,-0.96,0.31,1.83,0.92
0.17,0.19,-0.96,0.49,1.77,1.04
0.17,0.19,-0.96,0.98,0.37,0.43
0.17,0.19,-0.97,1.04,0.37,0.24
0.17,0.19,-0.96,0.98,1.4,0.37
0.16,0.19,-0.95,0.98,1.77,0.24
0.17,0.19,-0.96,1.28,2.08,0.18
0.17,0.19,-0.96,2.01,2.38,0.43
0.15,0.19,-0.96,2.26,3.05,0.37
0.14,0.2,-0.94,4.09,7.93,1.4
0.15,0.21,-0.91,5.62,10.13,1.34
0.18,0.2,-0.9,1.22,8.18,0.31
0.07,0.24,-0.85,-21.0,1.89,-2.62
0.08,0.25,-1.05,-12.15,1.34,-3.97
0.33,0.12,-1.26,36.87,38.15,8.79
0.34,0.09,-1.12,35.83,69.21,15.93
0.25,0.18,-0.87,7.63,39.31,21.85
0.17,0.22,-0.83,1.83,-21.36,4.88
0.03,0.23,-0.91,-3.11,-69.4,-16.97
-0.03,0.25,-0.92,-5.68,-28.75,-3.23
0.06,0.22,-0.9,-8.91,15.87,13.0
0.14,0.18,-0.91,-13.31,26.79,7.32
0.19,0.15,-1.05,-15.01,7.51,-2.69
0.21,0.16,-1.13,-10.86,-6.04,-1.16
0.18,0.2,-1.06,-5.31,-2.44,1.46
0.14,0.2,-0.95,0.12,-6.47,-0.61
0.12,0.2,-0.88,1.4,-7.08,-4.09
0.1,0.21,-0.89,3.42,2.99,-4.09
0.14,0.21,-0.94,4.94,5.98,-1.71
0.17,0.19,-1.0,7.63,2.01,0.43
0.19,0.16,-1.03,11.17,-18.68,-0.18
0.19,0.2,-0.97,8.67,-26.0,-2.2
0.16,0.23,-0.95,2.32,-32.53,-3.3
0.08,0.21,-0.93,0.37,-31.19,-4.03
0.08,0.21,-0.93,-2.32,-17.52,-4.52
0.15,0.21,-0.94,-0.92,-9.09,-3.42
0.16,0.21,-0.95,0.31,-3.54,-2.69
0.15,0.2,-0.96,-0.06,0.06,-1.77
0.18,0.19,-0.98,0.31,2.26,-1.95
0.21,0.19,-0.98,1.46,5.31,-1.65
0.2,0.2,-0.96,1.4,3.48,-1.53
0.19,0.2,-0.95,0.92,0.06,-2.2
0.17,0.2,-0.95,-0.55,-5.31,-3.05
0.17,0.2,-0.94,-0.79,-5.68,-2.87
0.18,0.19,-0.94,-0.79,-6.96,-3.11
0.19,0.2,-0.95,-0.73,-8.24,-3.78
0.18,0.2,-0.95,-0.85,-3.85,-3.17
0.18,0.2,-0.95,-0.55,0.12,-1.89
