ax,ay,az,gx,gy,gz
0.77,0.64,0.05,2.5,2.62,2.38
0.76,0.65,0.05,2.56,0.31,2.32
0.75,0.65,0.05,2.56,0.12,2.14
0.74,0.65,0.05,2.38,0.79,2.2
0.75,0.64,0.06,1.89,1.1,2.01
0.76,0.64,0.06,1.46,0.18,1.59
0.76,0.64,0.06,0.92,-1.04,1.04
0.75,0.65,0.06,0.67,-0.79,0.85
0.75,0.65,0.06,0.49,-0.18,0.92
0.76,0.65,0.06,0.37,0.0,1.28
0.75,0.65,0.05,0.31,-0.79,1.28
0.74,0.65,0.05,0.31,-0.98,1.28
0.75,0.65,0.06,0.31,0.06,1.34
0.75,0.65,0.07,0.37,0.61,1.28
0.76,0.65,0.07,0.18,-0.98,0.79
0.75,0.65,0.06,0.06,-2.2,0.31
0.74,0.65,0.06,-0.43,-2.32,-0.67
0.74,0.66,0.06,-0.79,-1.65,-0.24
0.74,0.66,0.05,-0.85,-1.53,-0.06
0.75,0.66,0.05,-0.43,-0.85,-0.79
0.76,0.65,0.06,-0.61,0.06,-0.12
0.76,0.65,0.06,-0.55,-0.43,-0.12
0.76,0.65,0.05,-0.24,-0.79,-0.12
0.75,0.65,0.04,-0.06,-0.79,0.18
0.74,0.65,0.04,-0.18,0.12,0.12
0.74,0.66,0.06,0.43,1.34,0.31
0.75,0.66,0.06,2.08,1.77,0.06
0.76,0.66,0.06,3.72,1.59,-2.2
0.74,0.65,0.07,0.92,-1.4,-2.87
0.75,0.64,0.07,-13.06,-25.88,-6.04
0.67,0.68,0.09,-19.04,-35.4,-6.59
0.6,0.66,0.0,-13.24,-29.42,-5.55
0.67,0.66,-0.07,19.47,41.75,6.71
1.14,0.61,0.04,20.14,75.44,13.24
1.05,0.58,0.16,-1.34,8.06,16.6
0.74,0.62,0.17,-2.75,-42.54,2.44
0.59,0.69,0.1,-4.39,-59.39,-6.84
0.55,0.69,0.04,-1.4,-18.49,2.99
0.65,0.67,-0.0,0.85,-4.39,1.89
0.68,0.68,-0.02,3.23,6.29,-2.62
0.74,0.65,-0.06,4.33,13.92,-1.83
0.77,0.63,-0.04,5.68,19.41,-2.56
0.79,0.62,0.02,5.43,16.85,-9.7
0.79,0.64,0.19,3.66,11.66,-11.11
0.8,0.63,0.16,3.97,-2.44,-8.79
0.82,0.61,0.05,3.42,-13.73,-6.47
0.8,0.67,0.0,0.31,-24.78,-5.13
0.75,0.7,0.07,-9.7,-32.9,-1.89
0.7,0.66,0.17,-11.96,-30.88,0.49
0.7,0.64,0.17,-11.23,-28.93,-0.06
0.69,0.65,0.13,-8.0,-24.17,-4.82
0.72,0.67,0.09,-6.04,-4.39,-2.56
0.75,0.67,0.06,-4.64,7.69,0.0
0.79,0.66,0.05,-1.34,14.95,2.32
0.78,0.65,0.02,-0.12,13.61,2.69
0.79,0.64,0.02,0.61,13.73,3.72
0.8,0.63,0.03,0.85,9.34,3.36
0.78,0.63,0.03,1.28,1.46,1.71
0.74,0.64,0.05,1.77,-6.77,-0.79
0.74,0.64,0.08,1.53,-4.52,-0.73
0.75,0.64,0.09,1.53,0.61,-0.98
0.77,0.65,0.09,2.08,1.1,-1.22
0.77,0.65,0.08,1.89,0.06,-0.43
0.77,0.66,0.08,1.71,-0.79,0.37
0.76,0.65,0.08,1.59,-1.28,0.85
0.76,0.65,0.08,0.73,-1.1,1.77
0.74,0.64,0.08,0.24,-0.79,1.83
0.74,0.64,0.08,-0.31,0.49,1.1
0.74,0.64,0.07,-0.49,0.79,0.79
0.75,0.64,0.08,-0.61,0.31,0.18
0.76,0.64,0.08,-0.67,-1.22,-0.79
