ax,ay,az,gx,gy,gz
0.57,0.6,0.55,0.18,1.04,-0.12
0.57,0.6,0.55,0.37,0.49,-0.31
0.57,0.61,0.55,0.67,-0.18,-0.18
0.57,0.6,0.55,0.79,-0.24,-0.12
0.57,0.6,0.56,0.92,0.24,0.12
0.57,0.6,0.56,0.85,0.49,0.18
0.57,0.6,0.56,0.79,0.67,0.18
0.56,0.6,0.56,0.79,1.04,-0.06
0.57,0.6,0.56,0.79,1.1,-0.06
0.57,0.6,0.56,0.73,0.98,0.12
0.57,0.6,0.56,0.37,0.18,0.31
0.57,0.6,0.56,0.24,0.0,0.18
0.56,0.6,0.56,0.18,0.55,0.12
0.57,0.6,0.56,0.18,0.85,0.12
0.57,0.6,0.56,0.24,-0.06,0.12
0.56,0.61,0.55,0.24,-0.37,-0.06
0.56,0.61,0.55,0.37,-0.12,-0.12
0.56,0.61,0.55,0.43,1.1,-0.24
0.57,0.61,0.55,0.37,1.34,-0.06
0.57,0.61,0.56,0.55,0.67,0.31
0.57,0.61,0.55,0.67,0.06,0.24
0.56,0.61,0.56,1.71,1.16,0.06
0.54,0.63,0.59,5.0,3.6,-0.37
0.52,0.59,0.58,-2.26,-2.32,-2.38
0.26,0.64,0.73,-9.4,-5.92,-6.47
0.3,0.68,0.66,19.96,23.74,-14.53
1.06,0.53,0.5,21.91,50.96,-4.09
1.12,0.47,0.57,5.8,56.64,17.4
0.92,0.5,0.64,-14.04,-35.28,11.17
0.44,0.67,0.57,-14.65,-54.69,-1.59
0.41,0.62,0.47,-8.12,5.62,13.43
0.46,0.54,0.39,-4.46,22.28,13.49
0.55,0.58,0.4,-1.28,20.63,9.77
0.58,0.64,0.45,0.18,7.14,6.1
0.58,0.64,0.48,-1.65,3.05,5.74
0.57,0.61,0.5,-2.87,2.44,5.68
0.56,0.61,0.56,-3.6,0.55,2.62
0.47,0.65,0.61,-3.6,-1.83,-0.67
0.46,0.65,0.58,-3.3,1.71,-3.23
0.51,0.61,0.51,-2.62,0.98,-4.15
0.55,0.6,0.5,-1.22,-5.68,-6.16
0.59,0.64,0.53,0.55,-6.41,-6.1
0.64,0.62,0.55,2.62,-4.64,-5.49
0.59,0.6,0.59,-0.18,-11.84,-2.14
0.55,0.6,0.58,-1.59,-18.74,-5.0
0.52,0.61,0.56,-2.99,-13.98,-6.35
0.54,0.61,0.56,-2.93,-7.39,-5.62
0.57,0.62,0.56,-2.99,-1.77,-5.07
0.58,0.62,0.57,-3.42,-1.65,-2.81
0.59,0.62,0.56,-2.81,-3.11,-1.95
0.59,0.61,0.54,-1.95,-4.52,-1.1
0.59,0.61,0.52,-0.43,-2.2,0.67
0.59,0.6,0.52,0.55,-0.73,1.16
0.58,0.6,0.53,0.92,-1.71,0.85
0.56,0.61,0.56,0.49,-2.08,0.49
0.56,0.61,0.56,0.31,-1.89,-0.24
0.57,0.61,0.56,0.31,-2.44,-0.43
0.56,0.62,0.56,0.43,-1.95,0.31
0.55,0.62,0.56,0.79,-1.04,0.79
0.55,0.62,0.56,1.1,-0.31,1.04
0.55,0.61,0.56,0.92,-0.24,1.16
0.56,0.61,0.56,0.61,-1.04,0.79
0.55,0.61,0.56,0.43,-1.95,-0.18
0.56,0.61,0.55,0.31,-1.34,-0.43
0.56,0.61,0.55,0.12,-0.24,-0.55
0.56,0.62,0.55,0.12,-0.49,-0.67
0.55,0.62,0.55,0.24,-0.73,-0.79
0.55,0.62,0.55,0.49,-0.24,-1.16
0.56,0.61,0.56,0.55,-0.18,-1.34
0.56,0.61,0.56,0.79,-0.55,-1.77
