ax,ay,az,gx,gy,gz
0.76,0.65,-0.05,-10.07,-48.03,-2.75
0.74,0.65,-0.05,-9.09,-40.04,-2.62
0.72,0.65,-0.04,-8.54,-32.78,-2.32
0.74,0.64,-0.03,-8.3,-22.89,-0.98
0.75,0.64,-0.04,-7.87,-20.39,-0.18
0.74,0.64,-0.04,-7.02,-16.91,0.24
0.74,0.65,-0.04,-4.82,-0.98,1.71
0.75,0.64,-0.06,-3.6,9.03,3.17
0.77,0.64,-0.06,-2.01,16.17,4.39
0.81,0.63,-0.07,-1.71,11.72,3.97
0.8,0.64,-0.07,-1.28,5.74,3.23
0.78,0.64,-0.07,-0.37,0.49,2.44
0.77,0.65,-0.06,-0.31,-0.18,2.5
0.76,0.64,-0.05,0.0,-3.11,1.83
0.72,0.64,-0.06,0.73,-2.81,0.85
0.72,0.64,-0.06,1.83,3.72,-0.12
0.74,0.65,-0.06,1.89,5.31,0.31
0.77,0.65,-0.04,1.89,4.39,0.31
0.77,0.65,-0.03,1.59,1.16,0.31
0.76,0.65,-0.03,1.28,1.16,0.85
0.75,0.65,-0.03,1.4,2.01,0.18
0.75,0.65,-0.04,1.53,2.44,-0.79
0.76,0.65,-0.04,1.4,2.69,-1.1
0.76,0.64,-0.04,1.04,0.73,-0.98
0.77,0.64,-0.05,0.79,-0.55,-0.98
0.77,0.64,-0.06,0.85,-1.04,-0.24
0.75,0.65,-0.05,1.1,0.18,0.06
0.74,0.65,-0.05,1.4,2.32,0.24
0.74,0.65,-0.04,2.26,6.53,0.24
0.76,0.64,-0.04,2.5,7.26,0.06
0.77,0.64,-0.03,1.71,4.64,-0.24
0.78,0.64,-0.03,1.28,1.83,-0.43
0.78,0.65,-0.04,1.04,-1.22,-0.73
0.78,0.65,-0.04,0.92,-3.3,-0.24
0.74,0.65,-0.04,1.04,-1.83,0.43
0.73,0.65,-0.04,1.1,2.01,0.18
0.73,0.64,-0.05,1.1,2.2,-0.06
0.76,0.64,-0.04,1.1,1.46,-0.18
0.76,0.64,-0.05,0.79,2.38,0.06
0.77,0.65,-0.04,0.37,2.87,0.79
0.76,0.65,-0.04,0.12,1.89,0.92
0.76,0.65,-0.03,0.85,0.12,-0.24
0.73,0.68,-0.0,2.75,0.55,-0.61
0.78,0.67,0.01,-2.26,-10.01,-4.21
0.7,0.72,0.1,-7.57,-15.44,-7.32
0.58,0.7,-0.04,-1.4,-19.65,-9.89
0.92,0.56,-0.38,37.6,13.98,-5.07
1.13,0.56,-0.21,31.49,47.42,0.55
1.07,0.61,0.04,-5.74,2.2,15.69
0.68,0.62,0.06,-11.41,-40.77,3.11
0.62,0.63,-0.03,-2.75,-32.9,-0.12
0.64,0.64,-0.06,1.77,-6.1,8.24
0.68,0.63,-0.03,1.89,4.21,6.9
0.67,0.65,-0.01,-1.16,9.4,-6.16
0.73,0.69,-0.03,0.98,24.54,-4.58
0.79,0.66,-0.06,4.46,35.89,-0.55
0.83,0.63,-0.06,7.14,18.74,-3.36
0.82,0.61,-0.07,5.86,-3.42,-6.9
0.79,0.59,-0.13,11.05,-38.21,-9.64
0.78,0.63,-0.1,10.62,-39.37,-9.7
0.78,0.67,0.01,4.15,-36.25,-5.86
0.75,0.67,0.1,-9.22,-41.75,1.1
0.69,0.63,0.14,-11.84,-46.14,-2.08
0.7,0.64,0.12,-11.35,-39.98,-8.0
0.74,0.67,0.07,-9.83,-31.56,-7.32
0.77,0.68,0.03,-8.36,-24.54,-5.43
0.79,0.67,-0.01,-5.19,-23.19,-1.95
0.8,0.65,-0.06,-3.23,-23.56,-0.37
0.82,0.63,-0.06,-0.31,-18.62,2.87
0.8,0.61,-0.01,0.12,-16.85,3.36
0.77,0.61,0.02,0.06,-15.75,2.75
