ax,ay,az,gx,gy,gz
0.58,0.6,0.55,2.87,3.97,-0.73
0.57,0.6,0.55,3.11,3.23,-0.67
0.57,0.6,0.57,2.75,4.94,0.06
0.59,0.6,0.59,2.32,6.1,0.43
0.6,0.6,0.58,1.83,5.19,0.55
0.59,0.6,0.56,1.46,-0.24,-0.06
0.56,0.59,0.54,1.46,-0.12,-0.31
0.56,0.59,0.55,1.71,1.65,-0.37
0.57,0.59,0.56,3.23,4.94,-0.73
0.57,0.61,0.58,4.58,8.61,-0.61
0.57,0.61,0.58,6.96,17.76,1.16
0.62,0.58,0.56,6.96,15.38,1.04
0.61,0.58,0.57,5.86,9.89,0.49
0.58,0.59,0.58,2.93,9.16,1.4
0.58,0.6,0.59,2.14,12.88,2.32
0.58,0.6,0.58,2.99,12.88,2.14
0.63,0.59,0.53,3.11,9.28,1.4
0.63,0.58,0.52,0.55,-2.5,1.34
0.59,0.6,0.52,-0.73,-8.06,1.28
0.57,0.6,0.52,-1.89,-10.13,1.4
0.56,0.6,0.53,-2.81,-5.68,1.59
0.57,0.6,0.54,-2.62,-3.3,1.22
0.57,0.6,0.54,-2.75,-1.34,1.1
0.58,0.6,0.56,-2.62,-1.59,1.16
0.58,0.6,0.56,-1.46,-0.49,0.92
0.57,0.6,0.57,-1.16,0.98,1.4
0.56,0.61,0.57,0.49,1.04,0.12
0.6,0.58,0.52,-4.21,-5.37,-1.04
0.47,0.62,0.61,-20.2,-18.19,-4.03
0.32,0.7,0.74,-9.03,-14.71,-8.91
0.51,0.61,0.51,15.93,-0.12,-13.49
0.99,0.52,0.4,12.08,37.41,2.87
0.91,0.51,0.57,-6.47,4.88,18.01
0.58,0.61,0.63,-8.0,-63.42,-6.53
0.39,0.63,0.48,-5.62,-36.25,-2.44
0.46,0.52,0.42,-2.32,12.57,8.61
0.58,0.56,0.46,-0.61,11.11,3.85
0.6,0.62,0.51,0.85,11.72,5.19
0.57,0.63,0.58,0.85,12.27,4.58
0.53,0.62,0.62,1.16,13.24,3.42
0.52,0.62,0.68,1.83,25.76,2.69
0.58,0.63,0.64,2.26,30.76,2.69
0.61,0.61,0.55,2.14,29.6,2.69
0.6,0.59,0.48,-1.22,6.23,0.79
0.57,0.59,0.47,-2.81,-8.91,-2.01
0.54,0.61,0.48,-3.97,-15.75,-3.6
0.58,0.61,0.51,-3.54,-8.06,-2.08
0.62,0.6,0.54,-3.6,-6.9,-0.49
0.62,0.6,0.57,-3.48,-15.26,-2.81
0.58,0.61,0.57,-3.48,-22.71,-4.7
0.55,0.61,0.56,-3.48,-23.86,-5.49
0.52,0.61,0.55,-2.99,-19.35,-5.31
0.53,0.62,0.55,-2.08,-6.9,-3.66
0.56,0.62,0.58,-2.32,-2.38,-2.44
0.58,0.61,0.59,-2.69,-2.62,-1.16
0.59,0.61,0.57,-2.32,-4.94,-1.16
0.58,0.61,0.54,-1.34,-4.7,-0.98
0.58,0.6,0.51,-0.73,-3.17,-0.37
0.59,0.59,0.51,-0.24,-1.83,0.12
0.58,0.59,0.53,-0.37,-1.89,0.31
0.57,0.6,0.56,-0.49,-2.62,-0.12
0.57,0.61,0.56,0.31,-1.4,-0.55
0.57,0.6,0.55,0.73,-0.24,-0.43
0.57,0.6,0.56,0.92,0.37,-0.18
0.57,0.6,0.56,1.04,-0.67,0.24
0.56,0.61,0.56,0.98,-1.77,0.49
0.56,0.61,0.56,0.79,-1.28,0.73
0.56,0.6,0.56,0.79,-0.06,0.67
0.57,0.6,0.56,0.85,0.55,0.24
