ax,ay,az,gx,gy,gz
0.62,0.74,0.24,-0.37,0.24,-0.73
0.63,0.74,0.24,-0.24,0.24,-0.37
0.62,0.74,0.23,-0.31,0.0,-0.24
0.62,0.74,0.23,-0.49,-0.06,-0.43
0.62,0.74,0.23,-0.49,0.49,-0.67
0.62,0.74,0.24,-0.43,0.55,-1.1
0.63,0.74,0.24,-0.12,-0.06,-1.53
0.64,0.74,0.24,0.06,-0.37,-1.4
0.64,0.75,0.23,0.79,-0.12,-0.73
0.62,0.74,0.23,1.16,0.79,-0.31
0.61,0.74,0.23,1.59,3.42,0.0
0.63,0.73,0.22,2.2,4.09,-0.55
0.64,0.73,0.22,2.81,3.97,-1.22
0.66,0.73,0.24,2.56,1.89,-0.61
0.66,0.74,0.26,1.83,1.04,0.55
0.63,0.74,0.26,0.98,2.2,1.65
0.6,0.74,0.25,1.22,2.75,0.98
0.6,0.74,0.24,1.53,2.69,0.55
0.61,0.74,0.24,1.46,1.04,0.37
0.61,0.74,0.23,1.71,-0.49,-1.4
0.63,0.74,0.21,2.81,2.93,-1.83
0.66,0.73,0.22,3.42,7.45,0.0
0.63,0.73,0.25,1.77,4.15,0.12
0.6,0.74,0.25,0.24,0.98,-0.37
0.6,0.74,0.24,-0.06,1.46,-0.43
0.62,0.74,0.24,0.12,1.16,-0.55
0.63,0.74,0.24,-0.06,-0.85,-1.22
0.64,0.74,0.24,-0.43,-0.18,-0.67
0.64,0.74,0.24,-0.98,0.61,0.61
0.63,0.74,0.23,-0.92,0.12,0.85
0.63,0.74,0.22,-0.98,-0.24,0.85
0.63,0.74,0.23,-5.07,-5.98,-0.55
0.6,0.75,0.32,-12.76,-12.33,-0.98
0.53,0.8,0.39,-21.18,-9.46,-3.97
0.42,0.85,0.26,-11.17,10.01,-5.37
0.67,0.79,0.08,14.77,49.93,1.46
1.01,0.64,0.1,7.81,34.85,7.51
0.83,0.65,0.16,-2.69,-46.02,1.53
0.41,0.69,0.09,1.22,-55.36,-6.41
0.38,0.7,0.11,5.62,-31.98,-6.41
0.61,0.71,0.24,12.7,27.65,-1.4
0.72,0.73,0.29,13.18,39.61,-2.62
0.78,0.74,0.33,9.95,37.05,3.36
0.67,0.73,0.33,7.81,24.84,4.39
0.62,0.73,0.28,3.11,7.26,1.1
0.64,0.75,0.23,1.77,10.25,3.17
0.66,0.75,0.22,1.53,15.93,5.25
0.66,0.74,0.2,1.34,6.1,4.09
0.6,0.72,0.15,2.56,-4.52,1.4
0.62,0.71,0.14,7.14,-10.01,-0.37
0.64,0.74,0.21,3.91,-11.54,-0.61
0.61,0.75,0.27,-2.69,-17.76,-0.67
0.56,0.75,0.31,-3.3,-16.48,-1.22
0.55,0.75,0.31,-3.6,-10.8,-1.28
0.57,0.75,0.29,-3.17,2.2,-1.53
0.67,0.75,0.25,-2.69,3.66,-1.65
0.67,0.75,0.24,-4.21,-2.87,0.0
0.63,0.74,0.21,-4.64,-7.75,0.06
0.62,0.73,0.18,-2.62,-10.44,-0.73
0.64,0.73,0.16,-1.22,-6.65,-0.49
0.66,0.73,0.16,0.12,-2.44,0.12
0.67,0.72,0.18,1.53,-0.43,0.31
0.64,0.73,0.23,1.28,-2.14,-0.24
0.63,0.73,0.25,0.85,-4.39,-0.12
0.63,0.73,0.25,0.79,-3.54,0.24
0.63,0.74,0.25,0.85,-2.01,0.67
0.64,0.74,0.25,0.67,-0.12,1.71
0.63,0.74,0.26,0.31,-0.37,2.38
0.62,0.74,0.26,-0.12,-1.59,1.89
0.61,0.74,0.24,-0.06,-1.83,1.4
