ax,ay,az,gx,gy,gz
0.59,0.68,-0.4,-0.24,0.67,0.55
0.59,0.68,-0.41,-0.37,0.18,0.18
0.59,0.68,-0.41,-0.24,-0.06,-0.37
0.59,0.68,-0.41,-0.31,0.12,-0.31
0.59,0.68,-0.41,-0.31,0.49,-0.12
0.6,0.68,-0.41,-0.18,0.31,0.0
0.6,0.68,-0.41,-0.12,-0.06,0.06
0.59,0.68,-0.42,0.0,-0.43,-0.24
0.59,0.68,-0.42,0.18,-0.06,-0.24
0.59,0.68,-0.42,0.43,0.85,0.0
0.6,0.68,-0.42,0.43,0.73,0.0
0.6,0.68,-0.41,0.43,-0.49,-0.12
0.6,0.68,-0.41,0.37,-0.67,-0.12
0.59,0.68,-0.41,0.31,-0.37,-0.06
0.59,0.68,-0.42,0.31,0.55,0.06
0.59,0.68,-0.41,0.31,0.85,0.0
0.59,0.69,-0.41,0.67,1.16,0.12
0.59,0.69,-0.41,0.67,0.67,0.0
0.59,0.68,-0.41,0.73,0.18,-0.12
0.58,0.68,-0.41,0.92,0.85,0.0
0.59,0.68,-0.41,0.98,1.46,0.12
0.59,0.68,-0.41,0.98,1.04,0.0
0.6,0.68,-0.41,0.79,0.31,-0.06
0.59,0.68,-0.41,0.37,-0.18,0.06
0.58,0.68,-0.41,0.24,0.31,0.12
0.59,0.68,-0.41,0.31,0.92,0.18
0.59,0.68,-0.41,0.43,1.34,-0.18
0.6,0.68,-0.41,0.24,1.16,-0.18
0.6,0.68,-0.41,-0.18,0.73,-0.06
0.59,0.68,-0.42,-0.24,0.43,-0.06
0.59,0.68,-0.42,-0.18,0.49,0.12
0.59,0.68,-0.42,-0.24,1.16,0.55
0.59,0.68,-0.41,-0.18,1.89,0.73
0.59,0.68,-0.41,0.18,1.71,0.31
0.59,0.68,-0.41,0.12,1.04,0.12
0.59,0.68,-0.41,-0.31,0.37,0.31
0.59,0.68,-0.41,-0.31,0.43,0.12
0.59,0.68,-0.41,-0.24,0.61,-0.18
0.59,0.68,-0.41,-0.55,1.34,-0.49
0.58,0.68,-0.38,-0.79,1.89,-0.31
0.6,0.7,-0.43,-3.17,-1.71,0.24
0.6,0.7,-0.46,-16.97,-18.55,-7.57
0.42,0.66,-0.36,-12.63,-12.15,-8.73
0.44,0.68,-0.39,2.81,12.39,-0.31
0.59,0.71,-0.49,23.8,92.04,8.61
0.78,0.67,-0.44,12.88,98.21,14.59
0.8,0.65,-0.38,-0.18,31.74,16.24
0.62,0.69,-0.43,-1.28,-8.48,3.48
0.5,0.71,-0.47,-0.37,-31.19,-3.6
0.45,0.71,-0.48,2.01,-14.28,1.77
0.49,0.7,-0.43,0.73,2.2,4.76
0.53,0.68,-0.43,-2.14,7.87,4.82
0.56,0.66,-0.46,-2.81,1.1,2.44
0.55,0.66,-0.48,-2.87,-4.58,-0.37
0.55,0.68,-0.49,-2.38,-0.85,-0.98
0.55,0.69,-0.46,-1.53,4.58,-2.38
0.55,0.69,-0.41,0.37,8.54,-6.71
0.59,0.69,-0.36,0.31,4.94,-8.97
0.6,0.69,-0.4,-1.4,-6.71,-6.29
0.59,0.7,-0.52,0.98,-8.48,-2.38
0.61,0.7,-0.53,5.98,-7.32,0.18
0.62,0.71,-0.49,6.84,-9.28,1.4
0.58,0.68,-0.39,3.36,-16.3,1.77
0.54,0.67,-0.36,-1.04,-34.48,-2.99
0.52,0.68,-0.38,-2.32,-37.54,-6.71
0.54,0.69,-0.4,-3.48,-33.51,-8.0
0.54,0.69,-0.42,-4.27,-13.55,-3.91
0.55,0.7,-0.44,-3.54,-4.94,-1.34
0.57,0.7,-0.44,-0.31,7.02,1.83
0.63,0.68,-0.44,1.34,10.31,2.62
0.65,0.68,-0.43,2.2,10.13,3.3
