ax,ay,az,gx,gy,gz
0.63,0.7,0.33,0.06,-0.73,-0.31
0.62,0.7,0.33,0.24,0.0,0.06
0.62,0.7,0.33,0.31,0.92,0.24
0.62,0.7,0.33,0.43,1.77,0.31
0.63,0.7,0.33,0.37,1.95,0.31
0.63,0.7,0.33,0.31,1.28,0.0
0.64,0.7,0.33,0.24,0.24,-0.24
0.64,0.7,0.33,0.24,-1.65,-0.43
0.63,0.7,0.33,0.31,-1.53,-0.24
0.62,0.7,0.32,0.43,-0.12,0.18
0.62,0.7,0.33,0.49,0.92,0.37
0.63,0.7,0.33,0.49,1.77,0.85
0.63,0.7,0.34,0.37,0.85,0.92
0.63,0.7,0.34,0.31,-0.24,0.67
0.62,0.7,0.33,0.43,-0.98,0.18
0.61,0.7,0.33,0.43,-0.49,0.0
0.62,0.7,0.33,0.49,1.28,-0.06
0.63,0.7,0.34,0.37,1.59,0.06
0.63,0.7,0.34,0.24,0.98,-0.06
0.63,0.7,0.34,0.18,-0.79,-0.43
0.62,0.7,0.33,0.18,-0.73,-0.49
0.62,0.7,0.33,0.12,0.85,-0.18
0.63,0.7,0.33,0.18,1.34,-0.06
0.63,0.7,0.33,0.18,1.34,0.0
0.63,0.7,0.33,0.0,0.18,0.0
0.63,0.7,0.32,-0.12,-0.37,-0.12
0.63,0.7,0.32,0.24,-0.31,0.0
0.63,0.7,0.32,0.49,0.12,0.12
0.63,0.7,0.33,0.61,0.49,0.24
0.62,0.71,0.36,1.59,0.61,0.24
0.66,0.72,0.36,2.62,-1.59,-0.79
0.71,0.68,0.36,-16.05,-36.93,-5.98
0.4,0.73,0.46,-19.41,-67.02,-11.29
0.45,0.78,0.33,-2.26,-82.76,-21.18
0.75,0.71,0.2,15.99,-25.02,-12.51
0.76,0.64,0.34,6.59,0.12,8.67
0.68,0.69,0.43,1.1,-13.37,1.16
0.57,0.69,0.34,0.85,-11.29,1.83
0.61,0.63,0.29,3.17,-0.49,6.9
0.63,0.62,0.29,5.31,-3.17,2.69
0.6,0.69,0.36,2.99,-7.75,0.79
0.58,0.71,0.39,-2.08,-1.89,1.89
0.55,0.71,0.44,-3.78,0.18,0.85
0.55,0.71,0.44,-5.13,0.06,-0.85
0.55,0.72,0.43,-4.88,8.42,-2.08
0.55,0.74,0.38,-3.36,25.39,-1.46
0.59,0.73,0.34,0.85,44.49,-1.83
0.72,0.65,0.28,2.32,26.73,-5.8
0.67,0.65,0.28,2.75,1.83,-9.22
0.65,0.67,0.27,3.3,-14.28,-7.32
0.68,0.69,0.34,0.55,-9.16,-1.89
0.64,0.71,0.43,-7.32,-12.27,1.16
0.53,0.7,0.5,-8.85,-16.54,-1.53
0.5,0.71,0.47,-8.54,-10.38,-6.1
0.55,0.74,0.39,-7.08,-3.3,-7.02
0.6,0.74,0.35,-6.1,3.6,-5.98
0.63,0.74,0.33,-5.62,7.87,-1.22
0.67,0.7,0.29,-5.25,3.72,-0.31
0.67,0.68,0.27,-2.87,-8.36,-0.73
0.65,0.67,0.26,-1.22,-10.19,-1.28
0.64,0.66,0.28,1.65,-8.12,-2.56
0.63,0.67,0.33,2.14,-7.75,-3.85
0.63,0.68,0.37,1.89,-7.14,-4.33
0.64,0.69,0.41,0.92,-3.91,-2.87
0.65,0.69,0.42,0.73,-3.17,-1.95
0.65,0.69,0.4,0.61,-4.39,-0.37
0.62,0.7,0.38,0.67,-3.6,0.67
0.61,0.7,0.37,0.18,1.53,3.05
0.61,0.69,0.36,0.06,3.11,3.23
0.61,0.68,0.35,-0.18,3.3,2.75
0.62,0.68,0.35,-0.85,1.71,1.4
