ax,ay,az,gx,gy,gz
0.54,0.64,-0.51,-0.49,0.85,-1.89
0.56,0.64,-0.51,-0.43,0.61,-1.89
0.56,0.64,-0.52,-0.67,-0.79,-1.65
0.56,0.64,-0.52,-0.73,-1.34,-1.16
0.56,0.64,-0.52,-0.61,-1.16,-0.67
0.56,0.64,-0.52,-0.06,0.79,-0.12
0.56,0.64,-0.52,0.24,0.98,-0.06
0.55,0.64,-0.52,0.43,-0.67,-0.49
0.54,0.64,-0.52,0.49,-0.92,-0.55
0.54,0.64,-0.51,0.0,-0.37,-0.55
0.55,0.64,-0.52,0.0,-0.67,-1.04
0.55,0.64,-0.52,0.12,-1.28,-1.59
0.55,0.64,-0.52,0.37,-1.34,-1.4
0.55,0.64,-0.52,0.43,-0.85,-1.04
0.55,0.64,-0.51,0.37,-0.92,-1.53
0.56,0.64,-0.51,0.49,-1.71,-1.77
0.56,0.64,-0.51,0.55,-3.36,-1.65
0.55,0.65,-0.52,0.79,-3.3,-1.34
0.55,0.65,-0.52,1.34,-0.67,-0.67
0.55,0.65,-0.52,1.4,0.61,-0.49
0.56,0.65,-0.51,1.04,0.43,-0.79
0.55,0.65,-0.51,0.73,-0.61,-0.98
0.55,0.65,-0.51,0.37,-1.4,-1.04
0.55,0.65,-0.51,0.12,-0.37,-0.67
0.55,0.65,-0.52,0.18,1.4,-0.49
0.56,0.65,-0.52,-0.06,3.54,-0.06
0.57,0.65,-0.51,-0.18,2.69,-0.06
0.56,0.65,-0.51,-0.67,-0.49,-0.24
0.55,0.65,-0.52,-0.61,-0.24,-0.06
0.56,0.65,-0.52,-0.49,2.93,1.16
0.56,0.64,-0.51,-0.43,3.6,1.28
0.56,0.64,-0.51,0.06,1.59,0.43
0.56,0.64,-0.51,0.0,0.24,0.06
0.55,0.64,-0.52,-0.12,-0.49,0.0
0.55,0.64,-0.52,0.06,-0.55,0.0
0.56,0.64,-0.52,0.0,-0.55,0.0
0.55,0.64,-0.52,-0.31,-0.55,0.55
0.54,0.65,-0.46,-0.92,-0.31,0.73
0.6,0.65,-0.45,-10.44,-16.24,0.06
0.54,0.71,-0.43,-19.1,-29.72,-3.54
0.46,0.68,-0.58,-11.47,-29.17,-8.18
0.51,0.54,-0.89,49.13,48.16,12.7
0.48,0.51,-0.68,53.22,105.16,19.17
0.51,0.6,-0.39,17.7,132.39,26.0
0.65,0.65,-0.3,4.7,93.63,18.43
0.56,0.64,-0.46,-6.84,12.39,-2.93
0.49,0.66,-0.5,-9.95,8.12,-3.42
0.43,0.69,-0.41,-24.11,26.18,6.23
0.38,0.66,-0.46,-29.85,24.29,4.58
0.49,0.65,-0.6,-25.7,10.44,-6.59
0.62,0.68,-0.76,-18.49,2.81,-7.57
0.59,0.67,-0.73,-7.2,-29.6,-8.06
0.52,0.67,-0.66,-3.17,-44.43,-12.57
0.51,0.65,-0.65,1.89,-51.39,-15.38
0.5,0.62,-0.63,13.24,-54.63,-7.63
0.48,0.63,-0.58,15.87,-49.44,-7.39
0.5,0.66,-0.54,10.86,-28.87,-5.55
0.53,0.67,-0.53,8.91,-22.89,-2.32
0.52,0.65,-0.52,3.36,-24.54,-5.07
0.5,0.64,-0.51,1.83,-23.01,-6.23
0.51,0.63,-0.53,2.81,-14.47,-4.52
0.54,0.61,-0.52,3.42,-10.8,-3.6
0.55,0.61,-0.49,3.23,-6.96,-2.56
0.56,0.62,-0.47,0.12,2.5,0.37
0.58,0.62,-0.47,-2.93,4.94,0.55
0.56,0.64,-0.5,-3.54,3.05,0.12
0.54,0.65,-0.51,-3.66,1.83,0.0
0.53,0.65,-0.52,-3.05,2.56,0.43
