ax,ay,az,gx,gy,gz
0.38,0.81,-0.42,0.98,0.12,-0.85
0.38,0.81,-0.42,0.79,0.67,-0.49
0.39,0.81,-0.41,0.37,0.55,-0.85
0.39,0.81,-0.41,0.31,0.67,-1.04
0.39,0.81,-0.41,0.24,0.92,-0.43
0.4,0.81,-0.4,0.06,0.73,0.37
0.4,0.81,-0.4,-0.24,0.49,0.18
0.39,0.81,-0.41,-0.43,0.18,0.67
0.4,0.81,-0.42,-0.49,-0.31,0.67
0.39,0.81,-0.42,-0.67,-0.67,0.37
0.39,0.81,-0.42,-0.67,0.98,0.0
0.4,0.81,-0.42,-0.31,2.08,0.55
0.39,0.81,-0.43,0.31,1.34,0.92
0.39,0.81,-0.43,0.24,0.67,0.73
0.38,0.81,-0.42,0.06,0.73,0.85
0.38,0.81,-0.42,0.37,2.26,1.04
0.39,0.81,-0.42,0.55,2.56,0.55
0.39,0.81,-0.42,0.49,1.28,-0.06
0.39,0.81,-0.42,0.43,0.43,-0.18
0.39,0.81,-0.42,0.55,0.12,-0.31
0.39,0.81,-0.42,1.28,1.53,0.0
0.39,0.81,-0.41,1.28,2.32,0.37
0.38,0.81,-0.4,0.49,5.07,0.06
0.38,0.81,-0.39,0.79,7.57,-0.24
0.39,0.81,-0.4,1.34,9.28,-0.31
0.41,0.81,-0.42,1.77,6.47,0.18
0.42,0.82,-0.45,1.77,3.36,0.92
0.4,0.82,-0.45,1.46,0.92,2.81
0.37,0.82,-0.42,2.81,2.14,3.6
0.39,0.82,-0.43,4.82,-2.08,4.21
0.35,0.83,-0.42,-0.49,-13.92,-0.43
0.23,0.82,-0.41,-5.98,-27.22,-10.62
0.18,0.78,-0.42,7.51,-12.39,-9.28
0.43,0.81,-0.54,18.92,26.98,2.01
0.53,0.81,-0.45,5.31,73.91,12.15
0.53,0.77,-0.24,-1.34,56.46,18.92
0.48,0.77,-0.25,-3.97,20.02,14.04
0.32,0.85,-0.4,-9.46,-39.18,-10.31
0.3,0.86,-0.46,-8.79,-37.35,-9.46
0.32,0.86,-0.48,-6.16,-9.34,0.98
0.36,0.79,-0.47,-6.96,1.04,1.77
0.4,0.78,-0.47,-13.31,24.29,6.35
0.49,0.79,-0.47,-15.75,31.92,7.69
0.48,0.78,-0.5,-7.69,13.37,2.5
0.39,0.8,-0.51,0.61,-0.06,-4.21
0.31,0.81,-0.49,7.87,-15.08,0.0
0.28,0.81,-0.44,9.28,-13.0,4.88
0.39,0.83,-0.39,8.73,-7.02,5.62
0.39,0.81,-0.29,-1.95,-12.51,8.48
0.34,0.79,-0.29,-7.02,-24.78,5.86
0.31,0.81,-0.34,-7.51,-47.42,-13.12
0.28,0.88,-0.46,-3.23,-48.95,-17.58
0.26,0.88,-0.49,1.83,-23.99,-10.44
0.33,0.82,-0.51,4.64,-1.04,-5.07
0.44,0.79,-0.51,10.19,33.51,4.94
0.55,0.77,-0.44,9.95,35.16,6.96
0.54,0.77,-0.41,8.18,26.25,7.08
0.5,0.77,-0.38,3.36,-6.35,3.66
0.35,0.8,-0.36,2.01,-17.03,0.55
0.32,0.81,-0.38,0.92,-15.87,-2.2
0.34,0.83,-0.4,0.43,-10.99,-1.59
0.35,0.82,-0.4,0.43,-7.45,-1.1
0.36,0.82,-0.41,0.98,-2.32,-1.22
0.37,0.81,-0.4,0.61,1.16,-0.67
0.4,0.81,-0.39,-0.24,4.03,0.67
0.42,0.81,-0.39,-0.61,0.98,0.37
0.4,0.81,-0.41,-0.85,-2.99,-0.73
0.39,0.82,-0.42,-0.79,-4.58,-1.04
0.39,0.82,-0.42,-0.92,-2.93,-0.06
0.39,0.81,-0.42,-0.55,-1.65,0.37
