ax,ay,az,gx,gy,gz
0.57,0.74,-0.32,-0.31,1.4,-0.49
0.58,0.75,-0.32,-0.61,1.4,-0.31
0.58,0.75,-0.32,-0.85,0.43,-0.06
0.56,0.74,-0.32,-0.92,0.18,0.06
0.56,0.74,-0.32,-0.92,0.31,0.06
0.56,0.75,-0.32,-0.37,1.22,-0.43
0.57,0.75,-0.32,0.06,1.95,-0.55
0.57,0.75,-0.32,0.55,2.75,-0.49
0.58,0.74,-0.33,0.85,2.44,-0.73
0.58,0.74,-0.34,0.61,1.04,-0.24
0.58,0.74,-0.33,-0.06,0.06,0.0
0.57,0.74,-0.33,-0.49,-0.31,0.18
0.56,0.74,-0.33,-0.31,0.73,0.49
0.57,0.74,-0.32,-0.31,0.73,0.24
0.57,0.74,-0.32,-0.49,-0.31,-0.24
0.57,0.75,-0.32,-0.79,-0.37,-0.31
0.56,0.75,-0.32,-0.85,0.31,-0.31
0.57,0.75,-0.32,-0.12,1.34,-0.31
0.58,0.75,-0.33,0.18,1.28,-0.37
0.58,0.75,-0.33,0.24,0.67,0.37
0.56,0.74,-0.32,0.43,0.67,0.67
0.55,0.74,-0.32,0.55,1.4,0.43
0.55,0.74,-0.32,0.49,4.33,-0.24
0.58,0.74,-0.33,0.37,4.39,-0.31
0.59,0.74,-0.34,0.37,0.24,-0.73
0.55,0.75,-0.32,0.73,-1.04,-0.73
0.54,0.77,-0.3,3.05,-0.06,-1.28
0.58,0.77,-0.34,10.19,2.75,-6.16
0.59,0.76,-0.34,7.69,2.93,-6.1
0.5,0.75,-0.25,7.81,-14.59,-11.23
0.41,0.72,-0.41,33.02,-21.55,-20.94
0.53,0.75,-0.52,47.61,54.02,-7.14
0.85,0.7,-0.31,21.67,83.92,21.79
0.81,0.66,-0.17,-1.4,57.86,31.19
0.69,0.67,-0.13,-14.59,-52.55,-13.92
0.37,0.79,-0.24,-14.95,-62.68,-21.97
0.39,0.79,-0.28,-12.39,-2.01,1.46
0.56,0.74,-0.31,-11.78,18.07,6.47
0.59,0.74,-0.31,-12.7,14.95,-0.18
0.63,0.76,-0.36,-13.43,11.6,-0.12
0.66,0.76,-0.36,-13.06,12.45,3.66
0.65,0.74,-0.35,-10.56,12.63,8.42
0.57,0.72,-0.38,-10.86,6.84,7.08
0.56,0.73,-0.4,-9.22,-9.4,3.48
0.56,0.74,-0.41,-3.17,-13.24,0.85
0.6,0.74,-0.4,5.49,-10.07,1.65
0.61,0.74,-0.34,4.52,-7.26,4.33
0.59,0.73,-0.31,2.08,-7.45,5.68
0.57,0.73,-0.29,-1.22,-15.81,3.72
0.53,0.75,-0.28,-1.04,-18.01,1.53
0.53,0.76,-0.28,0.18,-12.08,-0.55
0.54,0.75,-0.3,1.04,-7.69,-0.61
0.54,0.75,-0.31,1.89,-4.64,-1.1
0.54,0.75,-0.32,1.89,0.73,-1.53
0.57,0.74,-0.32,1.1,3.54,-0.79
0.59,0.74,-0.32,0.18,2.32,-0.55
0.6,0.74,-0.32,0.06,-0.98,-0.79
0.6,0.74,-0.32,-0.31,-5.37,-0.06
0.57,0.74,-0.31,-0.31,-4.88,0.12
0.56,0.74,-0.3,-0.18,-2.69,0.06
0.56,0.75,-0.3,-0.24,1.65,0.31
0.58,0.74,-0.31,-0.31,1.4,0.12
0.59,0.74,-0.33,-0.61,-1.89,-0.61
0.58,0.74,-0.34,-0.85,-2.38,-0.31
0.57,0.74,-0.33,-1.04,-1.95,0.37
0.57,0.74,-0.33,-0.92,-0.98,0.92
0.57,0.74,-0.32,-0.67,-1.16,0.61
0.57,0.74,-0.32,0.0,-0.92,0.06
0.58,0.75,-0.32,0.43,-0.73,-0.06
0.58,0.75,-0.32,0.98,-0.49,-0.12
