ax,ay,az,gx,gy,gz
0.58,0.71,-0.69,64.64,12.94,-16.85
0.69,0.72,-0.54,46.75,47.12,2.62
0.7,0.68,-0.26,2.75,53.83,32.35
0.69,0.64,-0.1,-4.15,21.73,20.94
0.59,0.69,-0.2,-11.96,-47.12,-13.0
0.39,0.79,-0.3,-15.01,-50.05,-13.85
0.35,0.77,-0.29,-18.07,-31.19,-7.51
0.36,0.75,-0.28,-26.55,22.71,3.11
0.6,0.77,-0.35,-24.78,42.54,4.21
0.72,0.75,-0.4,-11.11,39.92,6.96
0.71,0.71,-0.44,-8.06,15.87,3.85
0.63,0.7,-0.42,-10.25,-18.62,-2.5
0.54,0.7,-0.39,-11.47,-18.37,0.49
0.55,0.69,-0.39,-10.01,-14.95,2.99
0.57,0.71,-0.4,-2.26,-14.4,-1.53
0.56,0.76,-0.4,-0.98,-10.07,-0.98
0.57,0.74,-0.38,-1.53,-1.04,4.94
0.6,0.72,-0.33,-1.71,-4.58,3.42
0.6,0.72,-0.32,-2.81,-13.49,0.37
0.58,0.73,-0.33,-2.69,-13.67,0.55
0.57,0.73,-0.35,-1.53,-12.7,0.0
0.56,0.73,-0.37,1.34,-9.64,-1.65
0.55,0.74,-0.36,2.2,-5.74,-0.92
0.57,0.74,-0.35,3.85,2.01,1.59
0.59,0.72,-0.34,4.27,2.69,1.89
0.59,0.72,-0.34,4.21,1.4,1.46
0.59,0.72,-0.34,3.11,-1.89,0.73
0.59,0.72,-0.33,2.32,-2.32,1.04
0.58,0.72,-0.32,0.55,-2.26,1.04
0.56,0.73,-0.31,-0.31,-1.77,0.43
0.57,0.73,-0.32,-0.43,0.24,-0.49
0.58,0.73,-0.35,0.0,0.43,-0.31
0.58,0.73,-0.36,0.43,0.0,0.06
0.57,0.73,-0.37,0.61,0.31,0.31
0.59,0.72,-0.35,0.06,0.49,0.43
0.59,0.72,-0.35,-1.04,-0.73,1.1
0.56,0.73,-0.34,-1.77,-0.79,0.55
0.56,0.73,-0.34,-1.89,-0.18,-0.24
0.58,0.74,-0.33,-1.04,0.43,0.06
0.56,0.74,-0.33,-0.31,1.04,0.06
0.56,0.73,-0.35,1.34,4.15,-0.98
0.56,0.76,-0.29,3.42,5.19,-0.49
0.55,0.79,-0.27,11.35,6.53,-2.14
0.62,0.78,-0.28,18.49,3.11,-13.85
0.66,0.72,-0.3,11.96,-8.97,-13.06
0.56,0.67,-0.41,46.57,-34.24,-19.41
0.43,0.75,-0.6,55.48,4.46,-15.62
0.5,0.77,-0.4,13.98,92.1,31.13
0.8,0.67,-0.16,3.05,83.31,39.18
0.73,0.66,-0.21,-0.18,37.11,22.09
0.57,0.71,-0.28,-8.54,-47.12,-20.75
0.39,0.78,-0.35,-14.83,-37.96,-14.71
0.42,0.76,-0.37,-27.89,15.01,8.12
0.57,0.75,-0.46,-24.54,33.08,10.62
0.63,0.76,-0.57,0.73,51.64,13.43
0.62,0.71,-0.3,-4.33,42.05,13.12
0.59,0.7,-0.11,-16.11,22.71,10.62
0.59,0.69,-0.14,-11.35,-17.52,1.16
0.61,0.71,-0.43,-7.51,-31.01,-3.91
0.59,0.77,-0.46,-12.27,-28.5,-3.78
0.57,0.78,-0.36,-12.57,-21.85,2.44
0.57,0.75,-0.34,-10.86,-20.75,5.07
0.56,0.73,-0.35,-4.82,-30.03,-2.32
0.49,0.73,-0.35,-2.5,-31.56,-5.31
0.46,0.72,-0.34,-2.08,-20.63,-6.23
0.51,0.72,-0.31,-2.69,-12.57,-5.31
0.54,0.73,-0.32,-1.28,-3.11,-4.21
0.59,0.74,-0.36,-0.12,-1.59,-4.82
0.6,0.75,-0.38,1.22,0.61,-4.58
0.62,0.75,-0.39,3.72,6.71,0.49
