ax,ay,az,gx,gy,gz
0.38,0.49,-0.76,0.0,0.49,0.18
0.39,0.49,-0.76,-0.49,-0.12,-0.18
0.39,0.5,-0.77,-0.61,0.06,-0.12
0.39,0.5,-0.77,-0.73,0.61,0.31
0.39,0.5,-0.77,-0.73,0.98,0.92
0.38,0.49,-0.77,-0.49,0.43,0.73
0.38,0.49,-0.78,-0.12,-0.12,0.06
0.38,0.5,-0.78,-0.06,0.24,0.18
0.38,0.5,-0.77,0.0,0.55,0.49
0.38,0.5,-0.77,0.12,0.24,0.37
0.38,0.49,-0.77,0.06,0.18,0.24
0.38,0.49,-0.77,0.12,0.43,0.18
0.38,0.49,-0.77,0.06,0.55,-0.12
0.38,0.49,-0.77,0.12,0.67,-0.31
0.39,0.49,-0.77,0.0,0.61,0.0
0.39,0.5,-0.77,-0.06,0.18,0.0
0.38,0.5,-0.77,0.0,-0.06,-0.31
0.38,0.5,-0.77,0.18,0.31,-0.31
0.38,0.5,-0.77,0.49,1.1,0.0
0.39,0.49,-0.77,0.37,1.22,0.18
0.38,0.49,-0.77,0.24,1.04,0.18
0.38,0.49,-0.77,0.31,0.73,-0.12
0.37,0.49,-0.77,0.49,0.85,-0.55
0.38,0.5,-0.77,0.73,0.98,-0.98
0.38,0.5,-0.78,1.22,0.79,-1.1
0.38,0.5,-0.78,1.1,0.67,-0.73
0.38,0.49,-0.77,0.55,0.61,-0.31
0.38,0.49,-0.77,0.49,0.37,-0.31
0.38,0.49,-0.77,0.67,0.24,-0.67
0.38,0.49,-0.76,0.43,0.31,-0.61
0.37,0.49,-0.72,-0.12,-1.16,-1.34
0.34,0.46,-0.69,-2.93,-7.02,-4.33
0.31,0.47,-0.7,-16.97,-16.85,-9.58
0.26,0.53,-0.65,-30.64,-10.31,-17.52
0.65,0.55,-1.1,2.87,-8.24,-20.39
0.9,0.49,-1.16,29.24,-22.95,-3.97
0.5,0.47,-0.75,17.4,-31.25,14.28
0.2,0.4,-0.6,8.73,-44.43,15.38
0.23,0.44,-0.58,2.93,-32.78,-5.0
0.32,0.5,-0.62,0.18,-15.69,-1.95
0.36,0.5,-0.67,-5.25,8.0,3.85
0.28,0.47,-0.75,-9.46,22.22,3.6
0.28,0.49,-0.8,-15.2,69.7,19.59
0.45,0.55,-0.94,-10.44,83.25,25.82
0.54,0.54,-0.94,-3.23,73.97,23.13
0.54,0.5,-0.85,0.37,13.24,6.04
0.33,0.45,-0.67,-0.61,-9.03,2.26
0.26,0.46,-0.69,2.87,-17.4,-3.17
0.33,0.49,-0.76,2.62,-14.1,-5.19
0.38,0.51,-0.75,0.49,-8.54,-4.09
0.41,0.51,-0.75,-0.43,6.65,1.89
0.44,0.51,-0.77,0.73,8.36,2.81
0.43,0.5,-0.77,2.01,0.49,-0.12
0.4,0.49,-0.78,1.95,-2.32,-1.04
0.38,0.48,-0.78,1.71,-2.62,-0.73
0.37,0.49,-0.78,2.56,-1.28,0.55
0.37,0.49,-0.79,3.05,-1.16,0.61
0.37,0.5,-0.79,3.11,-0.79,1.4
0.36,0.5,-0.78,3.05,-0.61,1.53
0.36,0.49,-0.77,2.75,-0.92,0.49
0.36,0.49,-0.77,2.44,-1.16,-0.12
0.35,0.49,-0.76,2.01,-1.28,-0.49
0.35,0.49,-0.76,0.92,-1.1,-1.28
0.37,0.5,-0.77,0.61,-0.61,-1.65
0.37,0.5,-0.77,0.43,0.61,-1.34
0.39,0.5,-0.78,0.55,0.92,-1.28
0.39,0.5,-0.78,0.79,0.98,-1.34
0.39,0.5,-0.78,1.16,0.49,-1.04
0.39,0.49,-0.77,1.04,-0.18,-0.85
0.38,0.49,-0.77,0.55,-0.85,-0.92
