ax,ay,az,gx,gy,gz
0.75,0.66,0.07,0.43,0.18,0.49
0.75,0.66,0.07,0.73,-0.12,0.79
0.74,0.66,0.07,0.79,0.24,0.92
0.74,0.66,0.08,0.61,0.55,0.79
0.74,0.66,0.08,0.85,1.1,0.61
0.74,0.66,0.08,1.04,1.1,0.61
0.74,0.66,0.08,1.16,1.1,0.73
0.74,0.66,0.08,0.98,1.77,0.92
0.74,0.66,0.08,0.92,1.95,0.92
0.74,0.66,0.08,0.73,2.38,0.61
0.73,0.66,0.08,0.67,3.17,0.37
0.75,0.66,0.07,0.73,3.42,0.18
0.75,0.66,0.07,0.67,1.28,0.06
0.74,0.66,0.08,0.24,0.61,0.06
0.74,0.66,0.08,-0.24,0.92,0.24
0.74,0.66,0.08,-0.43,1.34,0.31
0.73,0.67,0.07,-0.24,0.98,0.06
0.73,0.67,0.08,0.12,1.95,-0.55
0.74,0.67,0.07,0.18,3.42,0.12
0.75,0.66,0.06,0.31,3.91,0.79
0.75,0.66,0.06,1.16,0.92,-0.24
0.74,0.67,0.05,1.65,0.43,-0.61
0.74,0.66,0.06,2.08,1.77,-0.24
0.74,0.66,0.08,2.32,2.2,-0.49
0.75,0.66,0.08,3.05,4.21,0.43
0.76,0.67,0.08,3.72,4.33,0.92
0.76,0.67,0.07,4.21,3.78,0.31
0.74,0.68,0.07,4.09,0.0,-2.32
0.78,0.66,0.12,2.44,-7.93,-3.54
0.75,0.65,0.21,0.0,-22.09,-4.15
0.58,0.66,-0.12,14.47,-23.44,-15.32
0.83,0.65,-0.18,21.61,-4.21,-22.64
0.93,0.6,-0.06,3.17,8.61,6.71
0.8,0.61,0.21,-4.82,-22.52,0.31
0.74,0.66,0.21,-10.44,-39.92,-6.96
0.76,0.67,0.15,-11.17,-19.59,2.75
0.77,0.67,0.14,-9.89,-6.23,5.74
0.74,0.67,0.14,-6.23,-5.37,3.3
0.67,0.67,0.06,-4.7,0.85,6.84
0.66,0.66,0.01,3.78,26.0,11.78
0.7,0.65,0.05,8.73,34.18,9.95
0.74,0.65,0.11,10.19,34.48,7.08
0.79,0.66,0.14,5.0,22.64,3.48
0.85,0.65,0.1,3.23,13.85,3.42
0.8,0.63,0.08,3.78,-3.36,-0.73
0.72,0.66,0.05,4.21,-5.68,-4.03
0.75,0.67,0.05,2.75,-3.6,-3.05
0.77,0.66,0.08,-4.09,-4.64,4.27
0.73,0.65,0.12,-5.62,-9.4,3.23
0.71,0.66,0.11,-5.25,-11.54,0.49
0.7,0.67,0.1,-5.13,-9.28,-0.31
0.71,0.67,0.1,-4.52,-6.04,-1.95
0.72,0.67,0.1,-4.58,-5.19,-1.65
0.73,0.67,0.1,-5.13,-4.03,-0.79
0.74,0.67,0.1,-5.19,-2.14,-0.12
0.74,0.66,0.08,-5.0,-1.95,-0.67
0.74,0.66,0.06,-4.39,-2.81,-1.95
0.74,0.66,0.04,-3.36,-3.17,-2.5
0.74,0.66,0.05,-2.08,-2.44,-2.69
0.74,0.66,0.07,-0.49,1.77,-1.34
0.77,0.66,0.08,-0.37,2.56,-0.49
0.77,0.66,0.09,-0.43,-0.61,-0.61
0.76,0.66,0.08,-0.06,-2.01,-0.49
0.74,0.66,0.08,0.49,-1.59,-0.12
0.74,0.66,0.08,0.61,-1.1,-0.31
0.75,0.66,0.08,0.79,-1.28,-0.31
0.75,0.66,0.09,0.67,-0.49,0.37
0.75,0.66,0.11,0.31,0.98,0.92
0.76,0.66,0.1,0.12,1.04,0.92
0.74,0.66,0.08,0.12,-0.61,0.43
0.73,0.66,0.08,0.0,-1.83,0.0
