ax,ay,az,gx,gy,gz
0.58,0.74,-0.33,-1.59,0.85,-0.31
0.58,0.74,-0.33,-2.08,0.55,0.0
0.57,0.74,-0.33,-2.08,1.16,0.67
0.57,0.74,-0.33,-1.46,1.34,0.85
0.56,0.74,-0.33,-1.1,1.1,0.55
0.56,0.74,-0.33,-0.55,1.16,0.0
0.56,0.74,-0.34,-0.24,1.1,-0.49
0.56,0.74,-0.34,-0.18,0.73,-0.85
0.56,0.74,-0.34,-0.85,-0.12,-0.37
0.55,0.74,-0.33,-1.04,-0.55,-0.31
0.56,0.74,-0.34,-0.79,0.06,-0.98
0.57,0.74,-0.35,-0.49,0.98,-0.98
0.58,0.74,-0.34,-0.24,1.53,-0.67
0.58,0.74,-0.34,-0.43,0.43,-0.06
0.57,0.74,-0.33,-0.43,-0.55,0.12
0.57,0.74,-0.33,0.12,-1.04,-0.12
0.57,0.74,-0.34,0.49,-0.73,-0.06
0.57,0.74,-0.33,0.55,0.85,0.31
0.57,0.74,-0.33,0.79,1.77,0.55
0.57,0.74,-0.33,1.1,2.08,0.67
0.56,0.74,-0.34,0.79,1.34,0.12
0.57,0.74,-0.34,0.67,0.85,0.06
0.57,0.74,-0.33,0.0,1.16,0.18
0.56,0.74,-0.32,0.0,1.95,-0.18
0.57,0.74,-0.33,0.49,2.56,-0.61
0.58,0.74,-0.34,0.85,1.16,-0.24
0.57,0.75,-0.35,0.55,-0.24,0.18
0.56,0.75,-0.35,0.61,-1.16,0.49
0.55,0.74,-0.34,1.04,-0.55,0.55
0.55,0.74,-0.33,1.59,0.37,0.12
0.57,0.74,-0.33,1.59,0.43,-0.12
0.57,0.74,-0.33,1.4,0.18,-0.12
0.57,0.74,-0.33,0.85,-0.98,-0.43
0.56,0.74,-0.34,0.43,-1.04,-0.61
0.56,0.75,-0.33,1.04,1.34,-0.92
0.54,0.79,-0.23,4.88,2.93,-1.89
0.59,0.8,-0.24,9.58,2.26,-5.98
0.62,0.8,-0.2,16.54,0.98,-16.11
0.56,0.72,-0.49,44.8,5.0,-19.04
0.61,0.67,-0.7,59.88,38.21,-0.61
0.63,0.7,-0.26,28.38,56.76,19.35
0.7,0.7,-0.08,2.44,53.47,25.33
0.68,0.7,-0.11,-5.19,-10.8,2.26
0.36,0.76,-0.34,-4.58,-34.36,-11.54
0.33,0.81,-0.35,-11.6,9.95,-2.01
0.53,0.78,-0.38,-13.98,45.41,11.84
0.61,0.73,-0.46,-17.82,44.01,11.23
0.6,0.74,-0.34,-23.93,14.59,2.99
0.53,0.76,-0.28,-25.82,-6.71,-2.14
0.49,0.74,-0.31,-14.89,-5.13,0.49
0.55,0.71,-0.36,-11.17,-3.23,0.92
0.6,0.72,-0.39,-5.43,-18.68,-7.63
0.63,0.77,-0.37,-5.49,-21.24,-7.39
0.63,0.77,-0.33,-7.81,-18.8,-2.01
0.62,0.76,-0.31,-8.61,-17.03,2.93
0.56,0.75,-0.34,-6.71,-18.55,0.67
0.51,0.75,-0.34,-4.03,-16.54,-1.04
0.5,0.74,-0.33,-2.81,-12.94,-1.28
0.52,0.74,-0.32,0.18,-5.8,-2.99
0.53,0.74,-0.34,1.1,-2.81,-2.93
0.55,0.75,-0.36,2.14,1.59,-2.32
0.61,0.75,-0.41,2.32,1.77,-1.83
0.63,0.74,-0.4,2.38,1.22,-0.24
0.64,0.73,-0.39,2.32,-1.71,3.78
0.58,0.72,-0.34,1.83,-5.25,4.33
0.55,0.72,-0.33,1.22,-11.47,1.77
0.53,0.74,-0.31,1.22,-11.17,0.61
0.53,0.74,-0.3,1.22,-8.54,0.49
0.53,0.74,-0.28,0.37,0.0,0.98
0.57,0.75,-0.28,0.18,2.56,0.61
