0.98,0.22,0.17,2.5,-2.38,-0.31
0.99,0.2,0.14,-1.1,-4.09,-0.24
0.97,0.2,0.17,-14.65,-4.88,-0.85
0.86,0.22,0.24,-13.37,-1.89,-0.67
0.89,0.19,0.2,-2.56,1.89,0.18
1.06,0.17,0.2,9.28,8.06,3.97
1.11,0.21,0.12,5.43,-2.93,1.65
0.96,0.22,0.1,8.73,-52.0,-3.36
0.9,0.2,0.13,10.44,-52.61,-6.71
0.93,0.21,0.16,8.3,-30.82,-5.19
0.96,0.22,0.18,3.11,19.04,13.0
0.98,0.18,0.21,2.56,27.16,14.71
0.96,0.17,0.22,3.66,17.94,-1.83
0.96,0.2,0.21,4.21,9.83,-6.84
0.96,0.2,0.21,4.03,3.42,-5.0
0.96,0.19,0.22,-0.43,-3.85,3.91
0.93,0.19,0.19,-3.17,-4.27,3.85
0.93,0.2,0.19,-3.91,5.74,-5.0
