0.64,0.75,0.12,0.37,0.43,-0.67
0.64,0.76,0.12,0.55,0.31,-0.49
0.65,0.75,0.12,0.61,0.18,-0.12
0.64,0.75,0.12,0.43,-0.49,0.06
0.63,0.75,0.12,0.31,0.79,0.37
0.64,0.75,0.13,0.31,2.5,0.61
0.65,0.75,0.13,0.43,1.83,0.31
0.65,0.76,0.12,0.31,0.18,0.0
0.64,0.76,0.13,0.12,-0.55,0.12
0.63,0.76,0.13,0.12,2.69,1.16
0.59,0.75,0.12,0.0,7.02,1.83
0.59,0.75,0.12,-0.12,22.16,3.72
0.63,0.75,0.12,0.55,29.91,4.64
0.68,0.75,0.13,0.12,31.01,4.76
0.72,0.75,0.13,-1.4,23.25,4.64
0.7,0.76,0.12,-2.69,13.79,4.58
0.66,0.76,0.11,-3.23,0.0,4.09
0.61,0.76,0.08,-2.69,-1.89,3.3
0.6,0.76,0.08,-2.14,-0.61,2.62
0.6,0.77,0.07,-1.16,6.96,2.69
0.57,0.77,0.07,-0.43,12.88,3.23
0.57,0.76,0.07,1.77,28.75,4.7
0.65,0.75,0.08,2.5,33.75,5.0
0.69,0.76,0.1,1.83,29.05,4.39
0.67,0.76,0.1,0.85,23.19,4.09
0.63,0.77,0.09,0.18,19.1,4.27
0.6,0.76,0.07,0.49,19.84,4.82
0.59,0.76,0.07,0.85,23.19,4.82
0.59,0.76,0.07,1.1,33.51,5.55
0.61,0.76,0.07,1.16,39.86,6.16
