0.59,0.78,0.16,0.06,-0.18,-0.24
0.59,0.79,0.16,0.18,-0.06,-0.06
0.59,0.78,0.16,0.24,0.31,0.18
0.59,0.78,0.17,0.18,0.55,0.49
0.59,0.78,0.17,0.06,0.61,0.37
0.59,0.78,0.17,0.0,0.37,0.12
0.59,0.78,0.17,-0.06,0.18,-0.06
0.59,0.78,0.16,-0.06,0.0,-0.24
0.59,0.78,0.16,0.0,-0.06,-0.49
0.59,0.78,0.16,-0.06,0.0,-0.37
0.59,0.78,0.16,0.0,0.43,0.0
0.59,0.78,0.16,0.06,0.55,0.0
0.59,0.78,0.16,0.12,0.31,0.0
0.59,0.78,0.16,0.12,0.06,0.0
0.59,0.78,0.16,0.12,0.49,0.18
0.59,0.78,0.16,0.12,0.85,0.24
0.59,0.78,0.16,0.31,0.55,0.18
0.59,0.79,0.16,0.31,0.12,0.12
0.59,0.78,0.17,0.37,-0.06,-0.12
0.59,0.78,0.16,0.49,0.12,-0.31
0.59,0.78,0.16,0.55,0.24,-0.31
0.59,0.78,0.16,0.43,0.24,-0.18
0.59,0.78,0.17,0.31,0.43,-0.06
0.6,0.78,0.17,0.18,-0.06,-0.12
0.59,0.78,0.17,0.12,-0.24,-0.12
0.59,0.78,0.17,-0.06,0.12,0.0
0.59,0.78,0.17,-0.37,0.67,-0.06
0.59,0.78,0.16,-0.37,0.49,-0.12
0.59,0.78,0.16,-0.31,0.31,0.06
0.6,0.79,0.16,-0.18,0.43,0.18
